internal_revenue_code,description,code,payer,price,inpatient_outpatient,cms_certification_num,code_disambiguator
Px0000120803L,HC WIRE HTF .014-190CM 22339M,C1769,GROSS CHARGE,363.0,BOTH,500025,NONE
Px0000120998L,HC IUD PARAGARD T-380A 51802,J7300,GROSS CHARGE,4467.0,BOTH,500025,NONE
Px0000122632L,HC CATH DRN MP 6SP 10.2F 45CM G09766,C1729,GROSS CHARGE,485.0,BOTH,500025,NONE
Px0000122647L,HC CATH ULT 12.0 38 45 P6S CLM RH G09767,C1729,GROSS CHARGE,440.0,BOTH,500025,NONE
Px0000122786L,HC WIRE CHOICE FLOPPY 300CM H74912116012,C1769,GROSS CHARGE,359.0,BOTH,500025,NONE
Px0000123611L,HC GLIDEWIRE ANG EXCH .035 260CM GR3509,C1769,GROSS CHARGE,253.0,BOTH,500025,NONE
Px0000123820L,HC KIT CATH MAHURKAR CRV 13.5MM 8813817009,C1752,GROSS CHARGE,468.0,BOTH,500025,NONE
Px0000124411L,HC CATH GLIDE JB1 5FR 100CM CG514,C1887,GROSS CHARGE,277.0,BOTH,500025,NONE
Px0000124905L,HC KIT SNARE GOOSENECK 15MM HOOP GN1500,C1773,GROSS CHARGE,1368.0,BOTH,500025,NONE
Px0000126304L,HC CATH CEREB 5FR 100CM .038 SIM2 G05976,C1887,GROSS CHARGE,68.0,BOTH,500025,NONE
Px0000126554L,HC GUIDEWIRE XS PT 50CMX.018 7.5 M001201081,C1769,GROSS CHARGE,142.0,BOTH,500025,NONE
Px0000126764L,HC TRAY URO OBSTRUCT DIL SYS 123400,NONE,GROSS CHARGE,1080.0,BOTH,500025,NONE
Px0000127226L,HC GLIDECATH 4FR 65CM ANGLE TAPER CG415,C1887,GROSS CHARGE,277.0,BOTH,500025,NONE
Px0000127518L,HC CATH NEPH FLEX FIRM 10 X 25 27178,C1729,GROSS CHARGE,354.0,BOTH,500025,NONE
Px0000127738L,HC GLIDEWIRE SS ANG EX .035 260 GS3509,C1769,GROSS CHARGE,284.0,BOTH,500025,NONE
Px0000128038L,HC WIRE GLD STIFF ST EXC .035 260 GS3504,C1769,GROSS CHARGE,284.0,BOTH,500025,NONE
Px0000128045L,HC WIRE WHOLEY .035 145CM WWIJ35145,C1769,GROSS CHARGE,335.0,BOTH,500025,NONE
Px0000128056L,HC STENT URO NEPH PRCFLX 8FR 26CM M001221380,C2617,GROSS CHARGE,525.0,BOTH,500025,NONE
Px0000128057L,HC STENT NEPH 8CM X 24CM M001221370,C2617,GROSS CHARGE,525.0,BOTH,500025,NONE
Px0000128059L,HC CATH NEPH FLEX REG 8 X 25 M001271790,C1729,GROSS CHARGE,416.0,BOTH,500025,NONE
Px0000128206L,HC NDL BIOP BONE 14GA 15CM,NONE,GROSS CHARGE,344.0,BOTH,500025,NONE
Px0000128498L,HC CATH MAC-LOC 10.2FR 25 CLDM HC G09706,C1729,GROSS CHARGE,364.0,BOTH,500025,NONE
Px0000128499L,HC CATH MAC-LOC 12FR 25CM CLM RH G09503,C1729,GROSS CHARGE,390.0,BOTH,500025,NONE
Px0000128500L,HC CATH DRAINAGE 14.0P-6S CLM RH G09504,C1729,GROSS CHARGE,390.0,BOTH,500025,NONE
Px0000128510L,HC DIL 14FR .038 20CM G00996,NONE,GROSS CHARGE,24.0,BOTH,500025,NONE
Px0000128518L,HC NDL BIOP COAXIAL ACHIEVE 18X15,NONE,GROSS CHARGE,294.0,BOTH,500025,NONE
Px0000128898L,HC NDL BIOP COAX ACHIEVE 14G 11CM CA1411,NONE,GROSS CHARGE,294.0,BOTH,500025,NONE
Px0000128901L,HC GLIDEWIRE ANG .035 180CM GR3508,C1769,GROSS CHARGE,226.0,BOTH,500025,NONE
Px0000132485L,HC SHEATH BRITE TIP 6FR 23CM 401623M,C1894,GROSS CHARGE,119.0,BOTH,500025,NONE
Px0000132748L,HC WIRE AMPLATZ SS ST .035 180CM M001465251,C1769,GROSS CHARGE,217.0,BOTH,500025,NONE
Px0000132898L,HC SHUNT SENSOR CDI510H,NONE,GROSS CHARGE,727.0,BOTH,500025,NONE
Px0000132914L,HC GWIRE VASC ANG .035INX180CM GS3508,C1769,GROSS CHARGE,266.0,BOTH,500025,NONE
Px0000133015L,HC SHEATH BRITE TIP 5FR 23CM 401523M,C1894,GROSS CHARGE,119.0,BOTH,500025,NONE
Px0000133188L,HC SHEATH BRITE TIP 9F 35CM,C1894,GROSS CHARGE,47.0,BOTH,500025,NONE
Px0000133697L,HC COIL 18-3-3 HILAL G07158,C1889,GROSS CHARGE,238.0,BOTH,500025,NONE
Px0000133771L,HC GUIDEWIRE GLIDE ANGLD UWR6038,C1769,GROSS CHARGE,245.0,BOTH,500025,NONE
Px0000133922L,HC TUBE FEEDING MIC-KEY 20FR 4.5,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000134155L,HC CATH INFUSION 5FR 20CM TIP H787124018075,C1757,GROSS CHARGE,1200.0,BOTH,500025,NONE
Px0000134619L,HC CATH NEPH FLEX REG 12 X 25 M001271810,C1729,GROSS CHARGE,416.0,BOTH,500025,NONE
Px0000134753L,HC WIRE CHOICE FLOPPY 182CM 5/BX H74912132012,C1769,GROSS CHARGE,359.0,BOTH,500025,NONE
Px0000135180L,HC INTRO SUPRA FOL16FR,C1894,GROSS CHARGE,108.0,BOTH,500025,NONE
Px0000135598L,HC CATH CV BROVC SL 4.2FR 0600520,C1751,GROSS CHARGE,688.0,BOTH,500025,NONE
Px0000135685L,HC WIRE SUPRACORE35 300CM 100270302,C1769,GROSS CHARGE,347.0,BOTH,500025,NONE
Px0000136427L,HC CATH BILIARY 14FR REG,C1729,GROSS CHARGE,404.0,BOTH,500025,NONE
Px0000137229L,HC SHEATH RAABE 7F 55CM G11633,C1893,GROSS CHARGE,228.0,BOTH,500025,NONE
Px0000137474L,HC HEMOCONCENTRATOR W/TUBING 62649,NONE,GROSS CHARGE,453.0,BOTH,500025,NONE
Px0000138226L,HC BLN OCCL STD 7FR 11.5MMX100CM M001171030,C2628,GROSS CHARGE,961.0,BOTH,500025,NONE
Px0000139082L,HC SHEATH RAABE 6FR .038 55CM RB G11638,C1894,GROSS CHARGE,228.0,BOTH,500025,NONE
Px0000139690L,HC SHEATH BRITE TIP 8FR 23CM 401823M,C1894,GROSS CHARGE,119.0,BOTH,500025,NONE
Px0000140201L,HC CATH GUIDE VISTA BT 7F HS 77827800,C1887,GROSS CHARGE,285.0,BOTH,500025,NONE
Px0000140220L,HC SHEATH BRITE TIP 7FR 23CM 401723M,C1894,GROSS CHARGE,119.0,BOTH,500025,NONE
Px0000140328L,HC SHEATH FLEXOR RAABE RB 6F 70CM G11636,C1894,GROSS CHARGE,280.0,BOTH,500025,NONE
Px0000140706L,HC SHEATH PINNACLE 6F 25CM RSS606,C1894,GROSS CHARGE,98.0,BOTH,500025,NONE
Px0000141533L,HC ANCHR SUT COPE GI G04474,C1769,GROSS CHARGE,475.0,BOTH,500025,NONE
Px0000141891L,HC NDL TRANSEPTAL 18GX71CM G02364,NONE,GROSS CHARGE,747.0,BOTH,500025,NONE
Px0000141930L,HC CANN FEM II VEN 24FR FLX,NONE,GROSS CHARGE,1925.0,BOTH,500025,NONE
Px0000142056L,HC SET ACCESS ROSCH-UCHIDA LIVER G06929,C1887,GROSS CHARGE,2425.0,BOTH,500025,NONE
Px0000142230L,HC CATH BIL 10.2FR 40CM CLB RH G09498,C1729,GROSS CHARGE,400.0,BOTH,500025,NONE
Px0000142232L,HC CATH BIL 12FR 40CM CLB RH G09499,C1729,GROSS CHARGE,400.0,BOTH,500025,NONE
Px0000143207L,HC CATH GDE MPC 90CM 67025690,C1887,GROSS CHARGE,1688.0,BOTH,500025,NONE
Px0000143264L,HC WIRE WIGGLE 300CM 22359MW2,C1769,GROSS CHARGE,363.0,BOTH,500025,NONE
Px0000143610L,HC CATH RENEGADE18 2TP 150/10CM M001182570,C1887,GROSS CHARGE,3354.0,BOTH,500025,NONE
Px0000143614L,HC CATH GUIDE SOFTIPXF 6FR 40 90C H965100420,C1887,GROSS CHARGE,1334.0,BOTH,500025,NONE
Px0000143886L,HC CATH KIT MICROSNARE 2MM SK201,C1773,GROSS CHARGE,2735.0,BOTH,500025,NONE
Px0000143925L,HC TUBE TRANSGASTRIC JEJUN 22FR 025022,C1729,GROSS CHARGE,1223.0,BOTH,500025,NONE
Px0000144473L,HC SHEATH PINNACLE 6F 10CM RSS602,C1894,GROSS CHARGE,48.0,BOTH,500025,NONE
Px0000144474L,HC SHEATH PINNACLE 7FR 10CM RSS702,C1894,GROSS CHARGE,48.0,BOTH,500025,NONE
Px0000144475L,HC SHEATH PINN 8FR 10CM RSS802,C1894,GROSS CHARGE,48.0,BOTH,500025,NONE
Px0000144534L,HC CATH ART LINE INTRO PIKA,C1894,GROSS CHARGE,353.0,BOTH,500025,NONE
Px0000144535L,HC KIT VEN INTRO PIKV,C1894,GROSS CHARGE,353.0,BOTH,500025,NONE
Px0000144755L,HC SHEATH PINN 5FR 25CM RSS506,C1894,GROSS CHARGE,98.0,BOTH,500025,NONE
Px0000144976L,HC SHEATH PINNACLE .038 9FR 10CM RSS902,C1894,GROSS CHARGE,48.0,BOTH,500025,NONE
Px0000145003L,HC SHEATH PINNACLE 5F 10 CM RSS502,C1894,GROSS CHARGE,48.0,BOTH,500025,NONE
Px0000145116L,HC DRAIN 16FR .038 40CM,C1729,GROSS CHARGE,426.0,BOTH,500025,NONE
Px0000145117L,HC DRAIN 18FR .038 40CM G12510,C1729,GROSS CHARGE,429.0,BOTH,500025,NONE
Px0000145118L,HC CATH GORDON 20FR 40 MPA GLD HC G12511,C1729,GROSS CHARGE,437.0,BOTH,500025,NONE
Px0000145225L,HC KIT CATH PLEURAL PLEURX,C1729,GROSS CHARGE,58.0,BOTH,500025,NONE
Px0000145243L,HC INTRODUCER ACCUSTICK INTRO SET M001207100,C1894,GROSS CHARGE,425.0,BOTH,500025,NONE
Px0000145418L,HC CATH NEPH FLEX REG 10 X 25 M001271800,C1729,GROSS CHARGE,416.0,BOTH,500025,NONE
Px0000145607L,HC CATH EXCELSIOR 150CM/6CM M0031441890,C1887,GROSS CHARGE,3762.0,BOTH,500025,NONE
Px0000145963L,HC CABLES CONNECTING FOR GDC,NONE,GROSS CHARGE,471.0,BOTH,500025,NONE
Px0000146073L,HC CATH GUIDE VB 8F MPA,C1887,GROSS CHARGE,449.0,BOTH,500025,NONE
Px0000146268L,HC BLN 16MM/4CM 75CM XXL M001145520,C1725,GROSS CHARGE,1149.0,BOTH,500025,NONE
Px0000147941L,HC STENT WALSTENT 8F 12M/40M 75CM,C1876,GROSS CHARGE,4345.0,BOTH,500025,NONE
Px0000148303L,HC ALGRFT APLIGRAF 7.5CM,C1768,GROSS CHARGE,183.0,BOTH,500025,NONE
Px0000148900L,HC STENT WALSTENT 8F 12M/60M 75CM,C1876,GROSS CHARGE,4345.0,BOTH,500025,NONE
Px0000149791L,HC BRACE BLEDSOE 26IN,L1832,GROSS CHARGE,2111.0,BOTH,500025,NONE
Px0000150440L,HC TUBE JEJUNAL FEED MIC 18FR,NONE,GROSS CHARGE,1792.0,BOTH,500025,NONE
Px0000150931L,HC STENT URO NEPH PRCFLX 8FR 22CM M001221360,C2617,GROSS CHARGE,577.0,BOTH,500025,NONE
Px0000150936L,HC WIRE AMPLATZ SS .035 145CM M001465231,C1769,GROSS CHARGE,137.0,BOTH,500025,NONE
Px0000151617L,HC STENT WALLGRAFT 7F 10X42 75CM,C1874,GROSS CHARGE,4226.0,BOTH,500025,NONE
Px0000151836L,HC CATH UNIFUSE 5F/90CM/40CM H787124018095,C1757,GROSS CHARGE,1200.0,BOTH,500025,NONE
Px0000152208L,HC TRAY PARACENTESIS THORA COMBO TPT1000,C1729,GROSS CHARGE,149.0,BOTH,500025,NONE
Px0000154020L,HC CATH UNIFUSE 5F/135CM/40CM H787124018155,C1757,GROSS CHARGE,1200.0,BOTH,500025,NONE
Px0000154398L,HC WIRE SV-5 .018-300 503558X,C1769,GROSS CHARGE,419.0,BOTH,500025,NONE
Px0000155285L,HC STENT BILIARY 8FR 35CM M001271560,C1729,GROSS CHARGE,405.0,BOTH,500025,NONE
Px0000155286L,HC STENT BILIARY 10FR 35CM M001271570,C1729,GROSS CHARGE,405.0,BOTH,500025,NONE
Px0000155392L,HC WIRE WHISPER .014 190 CM 1005357H,C1769,GROSS CHARGE,363.0,BOTH,500025,NONE
Px0000155440L,HC SHEATH RAABE 8FR .038 70CM RB G11637,C1894,GROSS CHARGE,280.0,BOTH,500025,NONE
Px0000155539L,HC SHEATH PEELAWAY 24FR .038 13CM G06446,C1894,GROSS CHARGE,207.0,BOTH,500025,NONE
Px0000155557L,HC COIL STAINLESS STEEL 35-5-8,C1889,GROSS CHARGE,330.0,BOTH,500025,NONE
Px0000155689L,HC TAPE STENT GUIDE VASCUTAPE 110220,NONE,GROSS CHARGE,242.0,BOTH,500025,NONE
Px0000155744L,HC SHEATH PINN 10FR 25CM RSS005,C1894,GROSS CHARGE,114.0,BOTH,500025,NONE
Px0000155867L,HC CATH OMNI FLUSH 5FR 65CM H787107322035,C1887,GROSS CHARGE,97.0,BOTH,500025,NONE
Px0000156041L,HC SET EMBL GLUE TRUFILL N-BCA 631500,C1884,GROSS CHARGE,13105.0,BOTH,500025,NONE
Px0000156301L,HC STENT WALLGRAFT 7F 10X68 75CM,C1874,GROSS CHARGE,4226.0,BOTH,500025,NONE
Px0000157425L,HC SHEATH PINNACLE 6F 25CM W/MKR RSB603,C1894,GROSS CHARGE,148.0,BOTH,500025,NONE
Px0000157817L,HC CATH RAPID TRANSIT 2 MARK 601251X,C1887,GROSS CHARGE,3337.0,BOTH,500025,NONE
Px0000158140L,HC CATH GUIDE VISTA BT 7F JR4 77808200,C1887,GROSS CHARGE,228.0,BOTH,500025,NONE
Px0000158161L,HC CATH TREROTOLA THROMBO 5FR 65C,NONE,GROSS CHARGE,3167.0,BOTH,500025,NONE
Px0000158162L,HC DRIVE UNIT TREROTOLA PT03000R,NONE,GROSS CHARGE,678.0,BOTH,500025,NONE
Px0000159086L,HC CATH GUIDE BRT TIP 6FR XB3.5,C1887,GROSS CHARGE,241.0,BOTH,500025,NONE
Px0000159156L,HC COIL NESTER .035 14CM 10MM G26991,C1889,GROSS CHARGE,480.0,BOTH,500025,NONE
Px0000159157L,HC COIL NESTER .035 14CM 12MM G26992,C1889,GROSS CHARGE,480.0,BOTH,500025,NONE
Px0000159252L,HC CATH SHETTY REPLACEMENT 14FR,NONE,GROSS CHARGE,342.0,BOTH,500025,NONE
Px0000159428L,HC CATH MIC EXCLSOR SL10 STR 2TIP M0031681890,C1887,GROSS CHARGE,3875.0,BOTH,500025,NONE
Px0000159521L,HC GWIRE AMPL SS ST EXC .035 260 M001465261,C1769,GROSS CHARGE,227.0,BOTH,500025,NONE
Px0000159522L,HC AMPLATZ SS 180CM .038 ST M001465191,C1769,GROSS CHARGE,212.0,BOTH,500025,NONE
Px0000159523L,HC AMPLATZ SS 260CM .035 3MMJ M001465021,C1769,GROSS CHARGE,227.0,BOTH,500025,NONE
Px0000160081L,HC COIL TORNADO 35-8/4,C1889,GROSS CHARGE,504.0,BOTH,500025,NONE
Px0000160096L,HC BLN XXL 12X40MMX75CM M001145100,C1725,GROSS CHARGE,1149.0,BOTH,500025,NONE
Px0000160205L,HC WIRE TRANSEND .010 205 M003468020,C1769,GROSS CHARGE,2146.0,BOTH,500025,NONE
Px0000160468L,HC SHEATH PEELWY 20FR .038 13CM G06445,C1894,GROSS CHARGE,207.0,BOTH,500025,NONE
Px0000160482L,HC STENT ENPROS WSTNT 9FR 16X60MM H965403320,C1876,GROSS CHARGE,4345.0,BOTH,500025,NONE
Px0000160649L,HC COIL HILAL 18-2.0-2 G07160,C1889,GROSS CHARGE,466.0,BOTH,500025,NONE
Px0000160737L,HC COIL TORNADO .035 7-3MM,C1889,GROSS CHARGE,504.0,BOTH,500025,NONE
Px0000161059L,HC BLN CONQ 6X40MMX75CM CQ7564,C1725,GROSS CHARGE,1062.0,BOTH,500025,NONE
Px0000161060L,HC BLN CONQ 10X40MMX75CM CQ75104,C1725,GROSS CHARGE,1062.0,BOTH,500025,NONE
Px0000161061L,HC BLN CONQUEST 8MM 4CM 75CM CQ7584,C1725,GROSS CHARGE,1062.0,BOTH,500025,NONE
Px0000161062L,HC BLN CONQ 12X40MMX75CM CQ75124,C1725,GROSS CHARGE,1062.0,BOTH,500025,NONE
Px0000200836L,HC TUBE JEJUNAL MIC 14FR 20CC BL 020014,NONE,GROSS CHARGE,726.0,BOTH,500025,NONE
Px0000201632L,HC SNARE 7MM LOOP NO. SK700,C1773,GROSS CHARGE,2735.0,BOTH,500025,NONE
Px0000201775L,HC CATH BLN WEDGE 6-110 AI07126,NONE,GROSS CHARGE,319.0,BOTH,500025,NONE
Px0000201820L,HC CATH GUIDE CATH C1,C1887,GROSS CHARGE,277.0,BOTH,500025,NONE
Px0000202966L,HC WIRE THSCF-32-260-3-AES G03750,C1769,GROSS CHARGE,98.0,BOTH,500025,NONE
Px0000203292L,HC NDL TRANSSEPTAL BRK 18G 71CM 407200,NONE,GROSS CHARGE,845.0,BOTH,500025,NONE
Px0000203400L,HC WIRE CHOICE EX SUP 300CM 5/BX H74912119012,C1769,GROSS CHARGE,359.0,BOTH,500025,NONE
Px0000203436L,HC CONTRAST DEFINITY,NONE,GROSS CHARGE,208.0,BOTH,500025,NONE
Px0000203526L,HC BLN OCCULSION 11.5/65 M001171020,C1725,GROSS CHARGE,961.0,BOTH,500025,NONE
Px0000203762L,HC GUIDEWIRE BMW 190CM,C1769,GROSS CHARGE,363.0,BOTH,500025,NONE
Px0000203819L,HC BLN XXL 14X20MMX120CM,C1725,GROSS CHARGE,1149.0,BOTH,500025,NONE
Px0000204404L,HC COIL TORNADO .018 3-2MM G08261,C1889,GROSS CHARGE,504.0,BOTH,500025,NONE
Px0000204405L,HC COIL TORNADO .018 4-2MM G08357,C1889,GROSS CHARGE,429.0,BOTH,500025,NONE
Px0000204889L,HC GUIDEWIRE STIFF 035/260/ANG GS3510,C1769,GROSS CHARGE,1363.0,BOTH,500025,NONE
Px0000204935L,HC GUIDEWIRE COPE 018 60CM SS G05183,C1769,GROSS CHARGE,138.0,BOTH,500025,NONE
Px0000204951L,HC GUIDEWIRE TFE 035 180CM AUS BH,C1769,GROSS CHARGE,116.0,BOTH,500025,NONE
Px0000204968L,HC CATH FLUSH 4F/65CM/.035 10/BX,C1887,GROSS CHARGE,83.0,BOTH,500025,NONE
Px0000205057L,HC CATH C1 4FR 65CM .035 5/BX,C1887,GROSS CHARGE,126.0,BOTH,500025,NONE
Px0000205071L,HC CATH BERENSTEIN 4/65/035 5/BX H787107235025,C1887,GROSS CHARGE,105.0,BOTH,500025,NONE
Px0000205072L,HC CATH BERENSTEIN 4/100/035 H787107235015,C1887,GROSS CHARGE,108.0,BOTH,500025,NONE
Px0000205073L,HC SHEATH SAFE 7FR 13CM HLS1007M,C1892,GROSS CHARGE,177.0,BOTH,500025,NONE
Px0000205074L,HC SHEATH SAFE 8FR 13CM HLS1008M,C1892,GROSS CHARGE,147.0,BOTH,500025,NONE
Px0000205075L,HC SHEATH SAFE 9FR 13CM,NONE,GROSS CHARGE,176.0,BOTH,500025,NONE
Px0000205135L,HC GWIRE V-18 .018/8/300 M001468540,C1769,GROSS CHARGE,466.0,BOTH,500025,NONE
Px0000205168L,HC SHEATH TERUMO 9FR 10CM 10/BX,C1894,GROSS CHARGE,46.0,BOTH,500025,NONE
Px0000205169L,HC SHEATH TERUMO 10FR 10CM RSS004,C1893,GROSS CHARGE,46.0,BOTH,500025,NONE
Px0000205188L,HC GUIDEWIRE ROSEN 035 180CM 1.5M G01264,C1769,GROSS CHARGE,55.0,BOTH,500025,NONE
Px0000205195L,HC CATH UNIFUSE 5F/90CM/5CM H787124018055,C1757,GROSS CHARGE,1200.0,BOTH,500025,NONE
Px0000205196L,HC CATH UNIFUSE 5F/90CM/10CM,C1757,GROSS CHARGE,1200.0,BOTH,500025,NONE
Px0000205774L,HC WIRE TRANSEND .018 165CM,C1769,GROSS CHARGE,948.0,BOTH,500025,NONE
Px0000205823L,HC CATH LUMBAR ACCESS 46419,C1729,GROSS CHARGE,1104.0,BOTH,500025,NONE
Px0000205895L,HC SHEATH SUPER ARROWFLX 6FR 45CM CL07645,C1894,GROSS CHARGE,565.0,BOTH,500025,NONE
Px0000205901L,HC CATH INFINITI 4FR X 125CM MPA2 538444,NONE,GROSS CHARGE,68.0,BOTH,500025,NONE
Px0000205904L,HC SHEATH SUPER ARROWFLX 8FR 45CM CL07845,C1894,GROSS CHARGE,2278.0,BOTH,500025,NONE
Px0000206261L,HC FCP BIOP 5.4 X 1.8 X 50,NONE,GROSS CHARGE,1026.0,BOTH,500025,NONE
Px0000206332L,HC GUIDEWIRE SPARTACORE 5/190 1005202,C1769,GROSS CHARGE,347.0,BOTH,500025,NONE
Px0000206383L,HC SYR EMBOSPHERE 700-900 2ML S820GH,C1889,GROSS CHARGE,1329.0,BOTH,500025,NONE
Px0000206549L,HC WIRE SUPRA CORE 35/190CM 100270301,C1769,GROSS CHARGE,347.0,BOTH,500025,NONE
Px0000207318L,HC TUBE TRANSGASTRIC JEJUNAL 30CM,NONE,GROSS CHARGE,1223.0,BOTH,500025,NONE
Px0000207319L,HC TUBE TRANSGASTRIC JEJUANL 16F 025016,NONE,GROSS CHARGE,1223.0,BOTH,500025,NONE
Px0000207320L,HC CATH G-J TUBE 18FR 30CM,NONE,GROSS CHARGE,1223.0,BOTH,500025,NONE
Px0000207333L,HC COIL TORNADO .018 5-2MM G08356,C1889,GROSS CHARGE,504.0,BOTH,500025,NONE
Px0000207431L,HC CATH GLIDECATH C1 4/65,C1887,GROSS CHARGE,1328.0,BOTH,500025,NONE
Px0000208463L,HC STENT BILI EXPR 10X25MMX75CM H74938046102070,C1876,GROSS CHARGE,2412.0,BOTH,500025,NONE
Px0000208620L,HC TUBE FEEDING MIC-KEY 18FR 2.0 01201820,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000208646L,HC STENT ENPROS WSTNT 20X40X75,C1876,GROSS CHARGE,4345.0,BOTH,500025,NONE
Px0000208648L,HC TUBE FEEDING MIC-KEY 18FR 3.0 01201830,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000208924L,HC WIRE STEEL CORE 18LT 018 190CM,C1769,GROSS CHARGE,347.0,BOTH,500025,NONE
Px0000209001L,HC TUBE FEEDING MIC-KEY 18FR 4.0 01201840,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000209080L,HC TUBE FEEDING MIC-KEY 18FR 2.5 01201825,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000209128L,HC TUBE FEEDING MIC-KEY 18FR 3.5 01201835,NONE,GROSS CHARGE,515.0,BOTH,500025,NONE
Px0000210377L,HC DEVICE BONE BIOPSY SZ3 [210377L] F05A,NONE,GROSS CHARGE,587.0,BOTH,500025,NONE
Px0000210630L,HC SHEATH DESTINATION ST 6/45 RSR01,C1887,GROSS CHARGE,458.0,BOTH,500025,NONE
Px0000210760L,HC STIM NRV LEAD EXT TRIAL 3086ANS,C1897,GROSS CHARGE,4040.0,BOTH,500025,NONE
Px0000211266L,HC SHEATH SRO 8.5F 406853,C1893,GROSS CHARGE,763.0,BOTH,500025,NONE
Px0000211439L,HC CATH GUIDE VISTA BT 6F JL 3.5 67000200,C1887,GROSS CHARGE,285.0,BOTH,500025,NONE
