internal_revenue_code,description,code,payer,price,inpatient_outpatient,cms_certification_num,code_disambiguator
Px0000143207L,HC CATH GDE MPC 90CM 67025690,C1887,GROSS CHARGE,2546.0,BOTH,500014,NONE
Px0000145594L,HC CATH SITESEER 5FR JR3.5 5A0001,C1887,GROSS CHARGE,74.0,BOTH,500014,NONE
Px0000148334L,HC SYR INFLATION KYPHON XPANDER A08A,NONE,GROSS CHARGE,900.0,BOTH,500014,NONE
Px0000149508L,HC GUIDEWIRE POS RPLCEMENT .018,C1769,GROSS CHARGE,54.0,BOTH,500014,NONE
Px0000149878L,HC TRAY PERICARD 8.3FR ST W/ CLIP M00443151,C1729,GROSS CHARGE,1000.0,BOTH,500014,NONE
Px0000155440L,HC SHEATH RAABE 8FR .038 70CM RB G11637,C1894,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000156981L,HC ROTH NETS 2.5MM X 230CM BX00711050,NONE,GROSS CHARGE,741.0,BOTH,500014,NONE
Px0000158350L,HC CATH FOLEY CD TIP 2W 14FR 5CC 0168L14,NONE,GROSS CHARGE,123.0,BOTH,500014,NONE
Px0000159221L,HC CATH FOLEY 22FR 5CC 0168L22,NONE,GROSS CHARGE,123.0,BOTH,500014,NONE
Px0000159252L,HC CATH SHETTY REPLACEMENT 14FR,NONE,GROSS CHARGE,818.0,BOTH,500014,NONE
Px0000159671L,HC BOOT ROOKE PERIOPERATIVE,NONE,GROSS CHARGE,1014.0,BOTH,500014,NONE
Px0000160313L,HC PARTICLES CONTOUR 150-250 M0017600251,C1889,GROSS CHARGE,781.0,BOTH,500014,NONE
Px0000206602L,HC INTRODUCER COAXIAL NDL 13GX4.6,C1769,GROSS CHARGE,140.0,BOTH,500014,NONE
Px0000207972L,HC BLN DMND ULTRATHIN 12-2-75,C1725,GROSS CHARGE,1286.0,BOTH,500014,NONE
Px0000208473L,HC STENT-EXPRESS LD PREMOUNT 10X25 135CM H74938047120130,C1876,GROSS CHARGE,3857.0,BOTH,500014,NONE
Px0000208927L,HC GUIDEWIRE TFE 035 260CM AES G03562,C1769,GROSS CHARGE,166.0,BOTH,500014,NONE
Px0000210377L,HC DEVICE BONE BIOPSY SZ3 [210377L] F05A,NONE,GROSS CHARGE,875.0,BOTH,500014,NONE
Px0000210761L,HC NDL ERCP INJECTION BX00711811,NONE,GROSS CHARGE,289.0,BOTH,500014,NONE
Px0000216511L,HC BASKET RETRVAL TRAPEZOD 2.5X5 M00510880,NONE,GROSS CHARGE,2175.0,BOTH,500014,NONE
Px0000216518L,HC BRUSH CYTO CATH RX M00545000,NONE,GROSS CHARGE,858.0,BOTH,500014,NONE
Px0000216521L,HC EN RETRIEVAL BASKET M00510870,NONE,GROSS CHARGE,2175.0,BOTH,500014,NONE
Px0000216525L,HC STENT PLASTIC 10 X 15 M00545640,C2625,GROSS CHARGE,741.0,BOTH,500014,NONE
Px0000216566L,HC STENT BILIARY PLASTIC 10 X 5 M00545600,C2625,GROSS CHARGE,741.0,BOTH,500014,NONE
Px0000216901L,HC NDL BIOPINCE 18X15CM 360158001,NONE,GROSS CHARGE,408.0,BOTH,500014,NONE
Px0000217207L,HC STENT WALL PERMA RX 10 X 60MM M00569710,C1874,GROSS CHARGE,11539.0,BOTH,500014,NONE
Px0000217333L,HC GUIDEWIRE JAG .025/450 ST TIP M00556561,C1769,GROSS CHARGE,900.0,BOTH,500014,NONE
Px0000219308L,HC TRAY DRAIN SAFE-T-CENTESIS 6F PIG1260T,C1729,GROSS CHARGE,476.0,BOTH,500014,NONE
Px0000220544L,HC POWDER SURGIFOAM 1978 1GR 1978,NONE,GROSS CHARGE,599.0,BOTH,500014,NONE
Px0000221333L,HC WIRE LOC DUALOK 20GX57MM,A4648,GROSS CHARGE,131.0,BOTH,500014,NONE
Px0000221334L,HC WIRE LOC DUALOK 20GX77MM,A4648,GROSS CHARGE,131.0,BOTH,500014,NONE
Px0000221335L,HC WIRE LOC DUALOK 20GX107MM,A4648,GROSS CHARGE,131.0,BOTH,500014,NONE
Px0000221562L,HC TAMP BONE EXPRESS KYPH 10/2 K15A,C1725,GROSS CHARGE,6566.0,BOTH,500014,NONE
Px0000221563L,HC INTRODUCER EXPRESS OSTEO KYPH T24A,NONE,GROSS CHARGE,2856.0,BOTH,500014,NONE
Px0000221564L,HC DEVICE BONE FILLER EXPRESS,NONE,GROSS CHARGE,875.0,BOTH,500014,NONE
Px0000221916L,HC CATH VENTRICULAR IMPREG 9FR NVVDC01ABRM,NONE,GROSS CHARGE,2238.0,BOTH,500014,NONE
Px0000222546L,HC KIT 2ND FRACTURE EXPRESS 10/2 KPE1002,NONE,GROSS CHARGE,11163.0,BOTH,500014,NONE
Px0000223984L,HC CATH CV MAC DL 9FR 10CM KT AK11142,C1751,GROSS CHARGE,762.0,BOTH,500014,NONE
Px0000224552L,HC SET CATH PLACEMENT 24GA 30CM 384539,C1751,GROSS CHARGE,404.0,BOTH,500014,NONE
Px0000228069L,HC GUIDEWIRE 3MM J 035 X 150,C1769,GROSS CHARGE,51.0,BOTH,500014,NONE
Px0000228212L,HC STENT BILIARY PLASTIC 7 X 7 M00545560,C2625,GROSS CHARGE,741.0,BOTH,500014,NONE
Px0000228734L,HC STENT .014 7-10/40ACCULINKIIRX 101134440,C1876,GROSS CHARGE,13953.0,BOTH,500014,NONE
Px0000228790L,HC BLN VIATRC 4.0X20MMX135CM 100818920,C1725,GROSS CHARGE,966.0,BOTH,500014,NONE
Px0000228940L,HC SHEATH RAABE 8FR .038 55CM RB G12242,C1769,GROSS CHARGE,340.0,BOTH,500014,NONE
Px0000229619L,HC CATH FOLEY 16FR 5CC COUDE TIP 0168L16,NONE,GROSS CHARGE,123.0,BOTH,500014,NONE
Px0000230514L,HC GUIDEWIRE .038 X 145 F/C 3MMJ,C1769,GROSS CHARGE,85.0,BOTH,500014,NONE
Px0000231202L,HC CATH BLN ATTAIN VENOGRAM 6215,C1887,GROSS CHARGE,833.0,BOTH,500014,NONE
Px0000231463L,HC STENT PANCREATIC GRENAN 5FR 3C G22206,C2625,GROSS CHARGE,1473.0,BOTH,500014,NONE
Px0000232192L,HC SYS DELIVERY EMBO COIL FLIPPER G12913,C1769,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000234382L,HC SHEATH KCFW5.03855RB-RAABE G13009,C1894,GROSS CHARGE,340.0,BOTH,500014,NONE
Px0000234865L,HC NDL HOMER MAMM BRST 20G 5IN 231050G,C1819,GROSS CHARGE,2742.0,BOTH,500014,NONE
Px0000234866L,HC NDL HOMER MAMM BRST 20G 7.5IN 231075G,C1819,GROSS CHARGE,2742.0,BOTH,500014,NONE
Px0000235481L,HC CATH VISC 4.1FR 40CM .035 KMP,C1887,GROSS CHARGE,176.0,BOTH,500014,NONE
Px0000235930L,HC MESH PROLENE 1 X 4 PMXS,C1781,GROSS CHARGE,251.0,BOTH,500014,NONE
Px0000239696L,HC TRAY PNEUMOTHORAX SFTY DISP,NONE,GROSS CHARGE,789.0,BOTH,500014,NONE
Px0000239745L,HC TRAY CATH CENT VEIN 16G X 20CM,C1751,GROSS CHARGE,212.0,BOTH,500014,NONE
Px0000240903L,HC GLIDECATH 4FR 100CM ANGLE TAPER CG416,C1887,GROSS CHARGE,413.0,BOTH,500014,NONE
Px0000246045L,HC NDL US ECHOTIP 22G BALL TIP G31521,NONE,GROSS CHARGE,1947.0,BOTH,500014,NONE
Px0000247265L,HC STENT BILI TANNEN 11.5FR 5CM,C1877,GROSS CHARGE,684.0,BOTH,500014,NONE
Px0000247356L,HC CATH MAC-LOC 10.2FR 25 CLB HC G09502,C1729,GROSS CHARGE,581.0,BOTH,500014,NONE
Px0000247410L,HC IR TEMPO CATH BERENSTEIN 4FR,C1887,GROSS CHARGE,136.0,BOTH,500014,NONE
Px0000247963L,HC CATH INFUSION ARROW DL 7F 16CM,C1751,GROSS CHARGE,164.0,BOTH,500014,NONE
Px0000248029L,HC STENT-LUMINEXX 12X40 80CM,C1894,GROSS CHARGE,5968.0,BOTH,500014,NONE
Px0000248075L,HC STENT-LUMINEXX 10X60 80CM,C1876,GROSS CHARGE,9008.0,BOTH,500014,NONE
Px0000248094L,HC CATH IMAGER2 PIGTAIL 5FR 90CM,C1887,GROSS CHARGE,147.0,BOTH,500014,NONE
Px0000248170L,HC CATH CV ARROW MAC DL 7FR 20CM,C1751,GROSS CHARGE,208.0,BOTH,500014,NONE
Px0000248267L,HC KIT CENTESIS SAFE-T,NONE,GROSS CHARGE,544.0,BOTH,500014,NONE
Px0000248762L,HC STENT-LUMINEXX 14X60 80CM,C1876,GROSS CHARGE,5968.0,BOTH,500014,NONE
Px0000248910L,HC CATH SHUTL 6.5 FR 125 CM JB1 SCBR6535125PNSJB1SHT,C1887,GROSS CHARGE,912.0,BOTH,500014,NONE
Px0000249601L,HC CATH CV ARROW ML 7FR 30CM KT,C1751,GROSS CHARGE,604.0,BOTH,500014,NONE
Px0000249778L,HC STENT BILI OASIS INTRO 12FR,C1876,GROSS CHARGE,541.0,BOTH,500014,NONE
Px0000250266L,HC CLIP RESOLUTION 235CM 1/EA M00522610,NONE,GROSS CHARGE,1250.0,BOTH,500014,NONE
Px0000250846L,HC INTRODUCER BILIARY HOWELL,NONE,GROSS CHARGE,866.0,BOTH,500014,NONE
Px0000254471L,HC TEMPO AQUA 4 VERTEBRAL 4FR 65CM,C1887,GROSS CHARGE,567.0,BOTH,500014,NONE
Px0000255253L,HC FILTER ACNT RX EPS 5.5 190 101164955,C1884,GROSS CHARGE,10981.0,BOTH,500014,NONE
Px0000255507L,HC MARKER TRIMARK 13 TRIMARKTD13MR,A4648,GROSS CHARGE,455.0,BOTH,500014,NONE
Px0000257143L,HC SHEATH RAABE 7FR .038 70CM RB G11635,C1894,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000257406L,HC LEAD CAPSURE FIX NOVUS 4076,C1898,GROSS CHARGE,3642.0,BOTH,500014,NONE
Px0000259155L,HC CATH SITESEER 5FR PIGTAIL,C1887,GROSS CHARGE,74.0,BOTH,500014,NONE
Px0000260085L,HC DEVICE M2A DELIVERY BX00711144,NONE,GROSS CHARGE,1358.0,BOTH,500014,NONE
Px0000261294L,HC CATH SITE SEER 5FR AR1 100CM,C1887,GROSS CHARGE,74.0,BOTH,500014,NONE
Px0000261742L,HC GDW .035-.038 X 150 ANGLED XR GR3506,C1769,GROSS CHARGE,247.0,BOTH,500014,NONE
Px0000262370L,HC CATH PICC PWR DL 5FR 3275108,C1751,GROSS CHARGE,1244.0,BOTH,500014,NONE
Px0000262371L,HC CATH PICC PWR TL 6FR 3386108,C1751,GROSS CHARGE,1377.0,BOTH,500014,NONE
Px0000262893L,HC COOK HASKAL INTRAHEPATIC PORTAL ACCESS KIT G36126,C1894,GROSS CHARGE,4700.0,BOTH,500014,NONE
Px0000262999L,HC ESOPH MUCOSL RESEC DUET DT6 7R G34036,NONE,GROSS CHARGE,2417.0,BOTH,500014,NONE
Px0000264568L,HC ISOTOPE SIR SPHERE Y90 SIRY001,C2616,GROSS CHARGE,73610.0,BOTH,500014,NONE
Px0000264742L,HC CATH OPTI Q SWAN GANZ,NONE,GROSS CHARGE,1495.0,BOTH,500014,NONE
Px0000265301L,HC CATH TDQ CCO,NONE,GROSS CHARGE,1371.0,BOTH,500014,NONE
Px0000266039L,HC HANDPIECE MR 20MM 3.7MM X 14CM ATEC091420MR,NONE,GROSS CHARGE,2426.0,BOTH,500014,NONE
Px0000266040L,HC HANDPIECE MR 12MM 3.7MM X 14CM ATEC091412MR,NONE,GROSS CHARGE,2426.0,BOTH,500014,NONE
Px0000266041L,HC INTRODUCER LOC SET HNDPC 20MR ILS091420,NONE,GROSS CHARGE,1574.0,BOTH,500014,NONE
Px0000266042L,HC INTRODUCER LOCAL SET 12MR ILS091412,NONE,GROSS CHARGE,1404.0,BOTH,500014,NONE
Px0000266194L,HC STENT OMNILINK 9 X 18 80CM,C1876,GROSS CHARGE,5476.0,BOTH,500014,NONE
Px0000293743L,HC BLN FOX PTA 10.0 X 20 X 135CM,C1725,GROSS CHARGE,1530.0,BOTH,500014,NONE
Px0000293746L,HC BLN FOX PLUS PTA 035 12X20X135,C1725,GROSS CHARGE,1303.0,BOTH,500014,NONE
Px0000293747L,HC BLN FOX PLUS PTA 035 12X40X135,C1725,GROSS CHARGE,1303.0,BOTH,500014,NONE
Px0000293763L,HC BLN FOX PLUS PTA .035 5X20X80 1275702,C1725,GROSS CHARGE,1303.0,BOTH,500014,NONE
Px0000293980L,HC GUIDEWIRE TFE 035 80CM AUS,C1769,GROSS CHARGE,151.0,BOTH,500014,NONE
Px0000294062L,HC STENT BILIARY TANNEN 10 X 7,C1877,GROSS CHARGE,516.0,BOTH,500014,NONE
Px0000294636L,HC CATH CV TL 7FX20CM BLUE FLXTIP ML00703,C1751,GROSS CHARGE,247.0,BOTH,500014,NONE
Px0000294818L,HC STENT-LUMINEXX 12X60 80CM,C1876,GROSS CHARGE,5968.0,BOTH,500014,NONE
Px0000294871L,HC SHEATH RAABE 9FR .038 55CM RB G36393,C1893,GROSS CHARGE,340.0,BOTH,500014,NONE
Px0000295494L,HC TAMP BONE EXPRESS KYPH 15/2 K15B,NONE,GROSS CHARGE,6566.0,BOTH,500014,NONE
Px0000296616L,HC CATH PICC ARGYLE DL 1.9FR 30CM,NONE,GROSS CHARGE,690.0,BOTH,500014,NONE
Px0000297885L,HC STENT DUODENAL WALLFLEX 22X90 M00565020,C1876,GROSS CHARGE,13471.0,BOTH,500014,NONE
Px0000298706L,HC CATH TRAUMA VENTRICULAR INS8420,C1729,GROSS CHARGE,1188.0,BOTH,500014,NONE
Px0000299046L,HC NDL BIOP BONE MURPHY 11GAX15CM,NONE,GROSS CHARGE,987.0,BOTH,500014,NONE
Px0000299277L,HC CATH ABLATION HALO 90 909100,C1886,GROSS CHARGE,9557.0,BOTH,500014,NONE
Px0000302123L,HC TRAY NEO-SERT UVC W/O CATH,NONE,GROSS CHARGE,890.0,BOTH,500014,NONE
Px0000302488L,HC MARKER BIOPSY TRIMARKTD2S13MR,A4648,GROSS CHARGE,455.0,BOTH,500014,NONE
Px0000302593L,HC KIT PATIENT COOLING W/BLKT,NONE,GROSS CHARGE,1860.0,BOTH,500014,NONE
Px0000303005L,HC CATH DELIVERY SPYSCOPE ACC M00546230,NONE,GROSS CHARGE,5670.0,BOTH,500014,NONE
Px0000304033L,HC CATH FOLEY 18FR 30CC RUSCH,C1758,GROSS CHARGE,290.0,BOTH,500014,NONE
Px0000304329L,HC TRAY TRACHEOSTOMY DISP,NONE,GROSS CHARGE,2110.0,BOTH,500014,NONE
Px0000305354L,HC KIT MONITORING IAP,NONE,GROSS CHARGE,791.0,BOTH,500014,NONE
Px0000305355L,HC CATH SCVO2 W/HEP TL 8FR 20CM 5045601,NONE,GROSS CHARGE,1269.0,BOTH,500014,NONE
Px0000306458L,HC STENT BILI HERCU 5X12MMX135XCM 101149312,C1876,GROSS CHARGE,3857.0,BOTH,500014,NONE
Px0000306501L,HC DRAIN EXTERNAL CSF ANTI REFLUX INS8401,NONE,GROSS CHARGE,1851.0,BOTH,500014,NONE
Px0000306682L,HC KIT CATH CVC W/CHL 3-LUM 7FR X 8 CDC45703P1A,NONE,GROSS CHARGE,789.0,BOTH,500014,NONE
Px0000306802L,HC CATH GUIDE 6FR SHERPA SB6JL40,C1887,GROSS CHARGE,383.0,BOTH,500014,NONE
Px0000306803L,HC CATH GUIDE 6FR SHERPA SB6JR40,C1887,GROSS CHARGE,383.0,BOTH,500014,NONE
Px0000306804L,HC CATH GUIDE 6FR SHERPA SB6JL40SH,C1887,GROSS CHARGE,383.0,BOTH,500014,NONE
Px0000307237L,HC DEVICE SUCTION BIOVAC DIRECT BX00711513,NONE,GROSS CHARGE,4360.0,BOTH,500014,NONE
Px0000307480L,HC TRAY SHEATH INTRODUCER 9FR CDC299031A,C1894,GROSS CHARGE,596.0,BOTH,500014,NONE
Px0000307940L,HC MARKER TISSUE ULTRACLIP2 COIL 864017,A4648,GROSS CHARGE,525.0,BOTH,500014,NONE
Px0000308388L,HC SHEATH RAABE 6FR .038 90CM RB G12266,C1893,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000308391L,HC SHEATH RAABE 7FR .038 90CM RB G11634,C1894,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000308654L,HC CATH PICC SHERLOCK SOLO DL 5FR 9295108,C1751,GROSS CHARGE,1443.0,BOTH,500014,NONE
Px0000308688L,HC PROBE FIAPC 2.3MM 6.9FR 20132214,NONE,GROSS CHARGE,1806.0,BOTH,500014,NONE
Px0000309593L,HC NDL CORE BIOP DEVICE CELERO12,NONE,GROSS CHARGE,1504.0,BOTH,500014,NONE
Px0000309595L,HC CLIP SECURMARK,A4648,GROSS CHARGE,566.0,BOTH,500014,NONE
Px0000313339L,HC APLIGRAF 44 SQ CM APLIGRAFCOM,Q4101,GROSS CHARGE,246.0,BOTH,500014,NONE
Px0000313455L,HC TRAY KYPHOPAK EXPESS ADD FX KPE1004,NONE,GROSS CHARGE,11156.0,BOTH,500014,NONE
Px0000313775L,HC STARCLOSE SE VCS 1467901,C1760,GROSS CHARGE,1374.0,BOTH,500014,NONE
Px0000314102L,HC SHEATH RAABE 6FR .035 45CM RB,C1894,GROSS CHARGE,400.0,BOTH,500014,NONE
Px0000314807L,HC FEM COMPRESSION WITH MANOMETER C11165,NONE,GROSS CHARGE,707.0,BOTH,500014,NONE
Px0000314848L,HC TISSUE MARKER WING ULTRACLP II 862017D,A4648,GROSS CHARGE,525.0,BOTH,500014,NONE
Px0000317485L,HC PEG 20FR M00566471,NONE,GROSS CHARGE,729.0,BOTH,500014,NONE
Px0000317488L,HC CLIP RESOLUTION BX/10,NONE,GROSS CHARGE,1371.0,BOTH,500014,NONE
Px0000324765L,HC BLN VOYAGER NC 3.0X8 101175408,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000324776L,HC BLN VOYAGER NC 3.5X15 101175615,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000324780L,HC BLN VOYAGER NC 3.75X15 101175715,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000324785L,HC BLN VOYAGER NC 4.0X20,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000325044L,HC RETRACTOR MOBIUS 17CM,NONE,GROSS CHARGE,833.0,BOTH,500014,NONE
Px0000329561L,HC CATH PICC PWR NSG SL 4FR TY,C1751,GROSS CHARGE,1223.0,BOTH,500014,NONE
Px0000331191L,HC KIT RECTAL CATH 4CM W/2000ML,NONE,GROSS CHARGE,2057.0,BOTH,500014,NONE
Px0000336806L,HC WALLSTNT ESOPH PARTCVR18X23X12 M00516910,C1874,GROSS CHARGE,11930.0,BOTH,500014,NONE
Px0000336809L,HC WALLSTNT ESOPH PARTCVR23X28X12 M00516940,C1874,GROSS CHARGE,11930.0,BOTH,500014,NONE
Px0000343407L,HC POWER TRIALYSIS TEMP 30CM STRA,C1752,GROSS CHARGE,1347.0,BOTH,500014,NONE
Px0000346232L,HC JAGWIRE STR STIFF.035X450 CM M00556601,C1769,GROSS CHARGE,900.0,BOTH,500014,NONE
Px0000346263L,HC CATH PICC PWR BASIC NIT 4FR TY,C1751,GROSS CHARGE,807.0,BOTH,500014,NONE
Px0000346607L,HC JAGTOME RX W/ WIRE,NONE,GROSS CHARGE,1724.0,BOTH,500014,NONE
Px0000349186L,HC STENT WALLFLEX 10X60 FC,C1874,GROSS CHARGE,16039.0,BOTH,500014,NONE
Px0000349187L,HC STENT WALLFLEX 10X80 FC,C1874,GROSS CHARGE,16039.0,BOTH,500014,NONE
Px0000349449L,HC NDL BIOPSY EVIVA APERTURE 20MM EVIVA091320,NONE,GROSS CHARGE,1774.0,BOTH,500014,NONE
Px0000349450L,HC MARKER BIOPSY SITE 1ST SMARKEVIVA13,A4648,GROSS CHARGE,566.0,BOTH,500014,NONE
Px0000349452L,HC MARKER BIOPSY SITE 2ND,A4648,GROSS CHARGE,566.0,BOTH,500014,NONE
Px0000351426L,HC DEVICE INFLATION ENCORE 26,C1769,GROSS CHARGE,793.0,BOTH,500014,NONE
Px0000355033L,HC CATH PICC SOLO SL 4FR 55CM TY 9194108D,C1751,GROSS CHARGE,1551.0,BOTH,500014,NONE
Px0000356272L,HC DREAMTOME RX44 20MM M00584040,C1769,GROSS CHARGE,3261.0,BOTH,500014,NONE
Px0000358200L,HC TRAY CATH TRIALYSIS ST 30CM,C1752,GROSS CHARGE,1728.0,BOTH,500014,NONE
Px0000358201L,HC TRAY CATH TRIALYSIS CRV 15CM 5615150,C1752,GROSS CHARGE,1821.0,BOTH,500014,NONE
Px0000358202L,HC TRAY CATH TRIALYSIS CRV 20CM,C1752,GROSS CHARGE,1821.0,BOTH,500014,NONE
Px0000359380L,HC WALLSTNT ESOPH FULLCVR18X25X12 M00516710,C1874,GROSS CHARGE,12408.0,BOTH,500014,NONE
Px0000359853L,HC NDL BIOPSY EVIVA 9G 10CMX12MM EVIVA091012T,NONE,GROSS CHARGE,1774.0,BOTH,500014,NONE
Px0000359854L,HC MARKER BIOPSY 10CM SITE 2ND TRIMARKEVIVA2S10,A4648,GROSS CHARGE,566.0,BOTH,500014,NONE
Px0000361824L,HC BLN NC QUANTUM RX 2.25 X 6 H7493912406220,C1725,GROSS CHARGE,666.0,BOTH,500014,NONE
Px0000361825L,HC BLN NC QUANTUM RX 2.50 X 6 H7493912406250,C1725,GROSS CHARGE,666.0,BOTH,500014,NONE
Px0000361832L,HC BLN NC QUANTUM RX 4.50 X 6 H7493912406450,C1725,GROSS CHARGE,1286.0,BOTH,500014,NONE
Px0000363296L,HC SHEATH RAABE 5FR .038 90CM RB G13069,C1894,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000364734L,HC SHEATH RAABE 5FR 70CM G13091 G13091,C1769,GROSS CHARGE,417.0,BOTH,500014,NONE
Px0000366158L,HC STNET BILI ADVNX 7FR 5CM M00534200,C2625,GROSS CHARGE,1075.0,BOTH,500014,NONE
Px0000366160L,HC STENT RX DB PRELOAD 7FR9CM M00534220,C2625,GROSS CHARGE,1075.0,BOTH,500014,NONE
Px0000366546L,HC BLN SIZING HALO 360 47.5MM 3441C,C1726,GROSS CHARGE,3248.0,BOTH,500014,NONE
Px0000366848L,HC GUIDEWIRE AMPLATZ X-STIFF 80CM,C1769,GROSS CHARGE,253.0,BOTH,500014,NONE
Px0000369477L,HC CATH ACUITY 6FR CS-IC-130 68CM 7065,C1874,GROSS CHARGE,1474.0,BOTH,500014,NONE
Px0000370236L,HC BLN MINI TREK RX 2.0X30MM 101227030,C1725,GROSS CHARGE,583.0,BOTH,500014,NONE
Px0000370239L,HC BLN MINI TREK OTW 1.50X12MM 101240212,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000370240L,HC BLN MINI TREK OTW 1.50X15MM 101240215,C1725,GROSS CHARGE,1133.0,BOTH,500014,NONE
Px0000371686L,HC KIT CSF ICP CAMINO W/TEMP 1104BT,NONE,GROSS CHARGE,6407.0,BOTH,500014,NONE
Px0000372093L,HC NEEDLE BIOPSY ULTRASOUND G55736,NONE,GROSS CHARGE,3133.0,BOTH,500014,NONE
Px0000372309L,HC SLING DISP BARIATRIC SKY LIFT,NONE,GROSS CHARGE,1286.0,BOTH,500014,NONE
Px0000372358L,HC NDL EUS EXPECT 25GA,NONE,GROSS CHARGE,1800.0,BOTH,500014,NONE
Px0000372401L,HC STENT WALLFLEX 10X60 PC M00570730,C1874,GROSS CHARGE,12408.0,BOTH,500014,NONE
Px0000373169L,HC BLN NC TREK 2.0X12MM 101244512,C1725,GROSS CHARGE,583.0,BOTH,500014,NONE
Px0000373175L,HC BLN NC TREK 2.25X20MM 101244620,C1725,GROSS CHARGE,583.0,BOTH,500014,NONE
Px0000373178L,HC BLN NC TREK 2.5X15MM 101244715,C1725,GROSS CHARGE,583.0,BOTH,500014,NONE
Px0000373179L,HC BLN NC TREK 2.5X20MM 101244720,C1725,GROSS CHARGE,583.0,BOTH,500014,NONE
