internal_revenue_code,description,code,payer,price,inpatient_outpatient,cms_certification_num,code_disambiguator
Px0000361278L,HC MICROPUNCTURE INTRO SET G43869 G43869,C1894,GROSS CHARGE,192.0,BOTH,500019,NONE
Px0000377827L,HC CHEST TUBE THAL QUIK 14FR G07090,C1729,GROSS CHARGE,1198.0,BOTH,500019,NONE
Px0000393401L,HC CATH PICC PWR 3CG DL 5FR MAX 1295108D,C1751,GROSS CHARGE,1754.0,BOTH,500019,NONE
Px0000393752L,HC CATH PICC PWR 3CG SL 4FR 1194108,C1752,GROSS CHARGE,1535.0,BOTH,500019,NONE
Px0000393753L,HC CATH PICC PWR 3CG DL 5FR FULL 1295108,C1751,GROSS CHARGE,1622.0,BOTH,500019,NONE
Px0000428624L,HC TRNSDCR PRESS DIG CVP LL STRL CLCK0015,NONE,GROSS CHARGE,424.0,BOTH,500019,NONE
Px00012010001,HC R&B-SEMI-PRIVATE,NONE,GROSS CHARGE,3395.0,BOTH,500019,NONE
Px00012010009,HC R&B-SEMI-PRIVATE MED SURG W/ TELE,NONE,GROSS CHARGE,5106.0,BOTH,500019,NONE
Px00012010011,HC R&B-SEMI-PRIVATE ISOLATION,NONE,GROSS CHARGE,5106.0,BOTH,500019,NONE
Px00012210001,HC R&B-SEMI-PRIVATE OB,NONE,GROSS CHARGE,2313.0,BOTH,500019,NONE
Px00017010001,HC R&B NURSERY ROUTINE CARE,NONE,GROSS CHARGE,1729.0,BOTH,500019,NONE
Px00017110002,HC R&B NURSERY/LEVEL 1 BOARDER,NONE,GROSS CHARGE,213.0,BOTH,500019,NONE
Px00019110002,HC R&B - ADMINISTRATIVE DAYS,NONE,GROSS CHARGE,1789.0,BOTH,500019,NONE
Px00020010001,HC INTENSIVE CARE,NONE,GROSS CHARGE,8371.0,BOTH,500019,NONE
Px00020010011,HC R&B-ICU ISOLATION,NONE,GROSS CHARGE,8371.0,BOTH,500019,NONE
Px00020610002,HC INTENSIVE CARE INTERMEDIATE W/TELEMETRY,NONE,GROSS CHARGE,6275.0,BOTH,500019,NONE
Px00026000002,HC CASIRIVIMAB IMDEVIMAB INFUSION OR INJECTION ADMIN M0243,M0243,GROSS CHARGE,450.0,BOTH,500019,NONE
Px00026000006,HC CASIRIVIMAB IMDEVIMAB INF OR INJ REPEAT ADMIN M0240,M0240,GROSS CHARGE,450.0,BOTH,500019,NONE
Px00026010005,HC BLOOD DRAW FROM IMPLANTED PORT CDM,36591,GROSS CHARGE,519.0,BOTH,500019,NONE
Px00026010006,HC BLOOD DRAW PICC OR NONIMPLANTED CENTRAL LINE CDM,36592,GROSS CHARGE,519.0,BOTH,500019,NONE
Px00026010007,HC IV HYDRATION INITIAL HR,96360,GROSS CHARGE,914.0,BOTH,500019,NONE
Px00026010008,HC IV HYDRATION EA ADDL HR,96361,GROSS CHARGE,177.0,BOTH,500019,NONE
Px00026010009,HC IV INFUSION INITIAL HR,96365,GROSS CHARGE,914.0,BOTH,500019,NONE
Px00026010010,HC IV INFUSION EA ADDL HR,96366,GROSS CHARGE,177.0,BOTH,500019,NONE
Px00026010011,HC IV INFUSION SEQUENTIAL HR,96367,GROSS CHARGE,278.0,BOTH,500019,NONE
Px00026010012,HC IV INFUSION CONCURRENT,96368,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00026010016,HC TX/PROPH/DG ADDL SEQ IV INF -1 HR ADDL,96367,GROSS CHARGE,278.0,BOTH,500019,NONE
Px00030000003,HC CELL COUNT MISCELLANEOUS BODY FLUIDS #,89050,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030000004,HC CELL COUNT MISC BODY FLUIDS W/DIFFERENTIAL COUNT #,89051,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030000006,HC CRYSTAL ID LIGHT MICROSCOPY ALYS TISS/ANY FLUID #,89060,GROSS CHARGE,112.0,BOTH,500019,NONE
Px00030000007,HC CELL COUNT MISCELLANEOUS BODY FLUIDS #,89050,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030000008,HC CELL COUNT MISC BODY FLUIDS W/DIFFERENTIAL COUNT #,89051,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030000010,HC CELL COUNT MISC BODY FLUIDS W/DIFFERENTIAL COUNT #,89051,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030000011,HC CELL COUNT MISC BODY FLUIDS W/DIFFERENTIAL COUNT #,89051,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030010004,HC BLOOD DRAW VENIPUNCTURE,36415,GROSS CHARGE,24.0,BOTH,500019,NONE
Px00030010009,HC ROUTINE VENIPUNCTURE - COLLECTION VENOUS BLD,36415,GROSS CHARGE,24.0,BOTH,500019,NONE
Px00030010011,HC CAPILLARY BLOOD DRAW,36416,GROSS CHARGE,57.0,BOTH,500019,NONE
Px00030010013,HC WITHDRAWAL OF ARTERIAL BLOOD,36600,GROSS CHARGE,385.0,BOTH,500019,NONE
Px00030010051,HC ARTERIAL CATHETER LINE SETUP AND INSERTION,36620,GROSS CHARGE,519.0,BOTH,500019,NONE
Px00030010093,HC TRICHOMONAS VAGINALIS AMPLIF,87661,GROSS CHARGE,245.0,BOTH,500019,NONE
Px00030010099,HC DNA/RNA AMPLIFIED PROBE,87150,GROSS CHARGE,71.0,BOTH,500019,NONE
Px00030010262,HC IADNA RESPIRATRY PROBE & REV TRNSCR 12-25 TARGET,87633,GROSS CHARGE,1030.0,BOTH,500019,NONE
Px00030010266,HC BCR/ABL TRANSLOCATION MAJOR BREAKPOINT,81206,GROSS CHARGE,515.0,BOTH,500019,NONE
Px00030010267,HC PROTHROMBIN G20210A GENE ANALYSIS,81240,GROSS CHARGE,322.0,BOTH,500019,NONE
Px00030010269,HC JAK2 GENE ANALYSIS P.VAL617PHE VARIANT #,81270,GROSS CHARGE,359.0,BOTH,500019,NONE
Px00030010270,HC MTHFR GENE ANALYSIS,81291,GROSS CHARGE,145.0,BOTH,500019,NONE
Px00030010271,HC BCR/ABL TRANSLOCATION MINOR BREAKPOINT,81207,GROSS CHARGE,567.0,BOTH,500019,NONE
Px00030010272,HC FACTOR V LEIDEN GENE ANALYSIS,81241,GROSS CHARGE,391.0,BOTH,500019,NONE
Px00030010276,HC CYSTIC FIBROSIS GENE ANALYSIS,81220,GROSS CHARGE,380.0,BOTH,500019,NONE
Px00030010279,HC HEREDITARY HEMOCHROMATOSIS GENE ANALYSIS,81256,GROSS CHARGE,895.0,BOTH,500019,NONE
Px00030010368,HC HERPES SIMPLEX TEST - ANTIBODY IGM,86694,GROSS CHARGE,220.0,BOTH,500019,NONE
Px00030010413,HC PLATELET ANTIBODIES - REFLEX,86022,GROSS CHARGE,1023.0,BOTH,500019,NONE
Px00030010421,HC CRP HIGH SENSITIVITY,86141,GROSS CHARGE,191.0,BOTH,500019,NONE
Px00030010427,HC BETA 2 GLYCOPROTEIN ANTIBODY - IGM,86146,GROSS CHARGE,89.0,BOTH,500019,NONE
Px00030010429,HC BETA 2 GLYCOPROTEIN I ANTIBODY,86146,GROSS CHARGE,84.0,BOTH,500019,NONE
Px00030010438,HC CCP ANTIBODY,86200,GROSS CHARGE,182.0,BOTH,500019,NONE
Px00030010451,HC FLUORESCENT ANTIBODY SCREEN - PURKINJE,86255,GROSS CHARGE,45.0,BOTH,500019,NONE
Px00030010452,HC FLUORESCENT ANTIBODY SCREEN CYTOPLASMIC NEUTROPHILIC AB SCRN,86255,GROSS CHARGE,147.0,BOTH,500019,NONE
Px00030010472,HC IMMUNOASSAY TUMOR OTHER - CHROMOGRANIN A,86316,GROSS CHARGE,245.0,BOTH,500019,NONE
Px00030010475,HC FLUORESCENT ANTIBODY SCREEN - RETICULIN,86255,GROSS CHARGE,195.0,BOTH,500019,NONE
Px00030010478,HC THYROGLOBULIN AB,86800,GROSS CHARGE,619.0,BOTH,500019,NONE
Px00030010480,HC FLUORESCENT ANTIBODY SCREEN - SMOOTH MUSCLE,86255,GROSS CHARGE,195.0,BOTH,500019,NONE
Px00030010485,HC FLUORESCENT ANTIBODY SCREEN - NONINFEC AGENT,86255,GROSS CHARGE,195.0,BOTH,500019,NONE
Px00030010492,HC IMMUNOASSAY TUMOR CA 15-3,86300,GROSS CHARGE,341.0,BOTH,500019,NONE
Px00030010495,HC FLUORESCENT ANTIBODY SCREEN AB,86255,GROSS CHARGE,43.0,BOTH,500019,NONE
Px00030010507,HC FLUORESCENT ANTIBODY TITER - MISC ANTI,86256,GROSS CHARGE,226.0,BOTH,500019,NONE
Px00030010554,HC IMMUNOASSAY TUMOR CA 15-3 27-29,86300,GROSS CHARGE,341.0,BOTH,500019,NONE
Px00030010558,HC IMMUNOASSAY TUMOR CA 19-9,86301,GROSS CHARGE,260.0,BOTH,500019,NONE
Px00030010560,HC IMMUNOASSAY TUMOR CA 125,86304,GROSS CHARGE,250.0,BOTH,500019,NONE
Px00030010564,HC HUMAN EPIDIDYMIS PROTEIN 4 - OVARIAN,86305,GROSS CHARGE,739.0,BOTH,500019,NONE
Px00030010567,HC IMMUNOASSAY TUMOR OTHER,86316,GROSS CHARGE,245.0,BOTH,500019,NONE
Px00030010599,HC IMMUNOFIX E-PHORESIS SERUM,86334,GROSS CHARGE,169.0,BOTH,500019,NONE
Px00030010605,HC IMMUNFIX E-PHORSIS/URINE/CSF,86335,GROSS CHARGE,249.0,BOTH,500019,NONE
Px00030010617,HC INSULIN ANTIBODIES,86337,GROSS CHARGE,356.0,BOTH,500019,NONE
Px00030010623,HC ISLET CELL ANTIBODY,86341,GROSS CHARGE,174.0,BOTH,500019,NONE
Px00030010641,HC NK CELLS TOTAL COUNT,86357,GROSS CHARGE,133.0,BOTH,500019,NONE
Px00030010648,HC T CELL ABSOLUTE COUNT/RATIO,86360,GROSS CHARGE,491.0,BOTH,500019,NONE
Px00030010657,HC T CELL ABSOLUTE COUNT,86361,GROSS CHARGE,343.0,BOTH,500019,NONE
Px00030010660,HC MICROSOMAL ANTIBODY -THROID PEROXIDASE,86376,GROSS CHARGE,72.0,BOTH,500019,NONE
Px00030010661,HC MICROSOMAL ANTIBODY - LIVER/KIDNEY,86376,GROSS CHARGE,407.0,BOTH,500019,NONE
Px00030010663,HC MICROSOMAL ANTIBODY,86376,GROSS CHARGE,407.0,BOTH,500019,NONE
Px00030010675,HC RHEUMATOID FACTOR TEST,86430,GROSS CHARGE,142.0,BOTH,500019,NONE
Px00030010682,HC BORDETELLA ANTIBODY,86615,GROSS CHARGE,30.0,BOTH,500019,NONE
Px00030010706,HC BLASTOMYCES ANTIBODY,86612,GROSS CHARGE,131.0,BOTH,500019,NONE
Px00030010731,HC LYME DISEASE ANTIBODY,86618,GROSS CHARGE,213.0,BOTH,500019,NONE
Px00030010736,HC CANDIDA ANTIBODY,86628,GROSS CHARGE,221.0,BOTH,500019,NONE
Px00030010743,HC Q FEVER ANTIBODY,86638,GROSS CHARGE,52.0,BOTH,500019,NONE
Px00030010751,HC CMV ANTIBODY - TORCH,86644,GROSS CHARGE,189.0,BOTH,500019,NONE
Px00030010753,HC CMV ANTIBODY,86644,GROSS CHARGE,189.0,BOTH,500019,NONE
Px00030010764,HC CMV ANTIBODY IGM - TORCH IGM,86645,GROSS CHARGE,249.0,BOTH,500019,NONE
Px00030010765,HC CMV ANTIBODY IGM,86645,GROSS CHARGE,90.0,BOTH,500019,NONE
Px00030010809,HC EPSTEIN-BARR ANTIBODY EARLY ANTIGEN,86663,GROSS CHARGE,285.0,BOTH,500019,NONE
Px00030010814,HC EPSTEIN-BARR ANTIBODY  NUCLEAR ANTIGEN,86664,GROSS CHARGE,281.0,BOTH,500019,NONE
Px00030010822,HC EPSTEIN-BARR ANTIBODY - VIRAL CAPSID,86665,GROSS CHARGE,382.0,BOTH,500019,NONE
Px00030010823,HC EPSTEIN-BARR ANTIBODY - VIRAL CAPSID IGG,86665,GROSS CHARGE,360.0,BOTH,500019,NONE
Px00030010824,HC EPSTEIN-BARR ANTIBODY - VIRAL CAPSID IGM,86665,GROSS CHARGE,273.0,BOTH,500019,NONE
Px00030010836,HC FRANCISELLA TULARENSIS,86668,GROSS CHARGE,37.0,BOTH,500019,NONE
Px00030010843,HC HELICOBACTER PYLORI - IGM,86677,GROSS CHARGE,321.0,BOTH,500019,NONE
Px00030010844,HC HELICOBACTER PYLORI ANTIBODY,86677,GROSS CHARGE,321.0,BOTH,500019,NONE
Px00030010846,HC HELICOBACTER PYLORI,86677,GROSS CHARGE,321.0,BOTH,500019,NONE
Px00030010865,HC HTLV/HIV CONFIRMATORY TEST,86689,GROSS CHARGE,259.0,BOTH,500019,NONE
Px00030010878,HC HERPES SIMPLEX TEST - TORCH,86694,GROSS CHARGE,217.0,BOTH,500019,NONE
Px00030010885,HC HISTOPLASMA,86698,GROSS CHARGE,294.0,BOTH,500019,NONE
Px00030010889,HC HERPES SIMPLEX 1 TEST,86695,GROSS CHARGE,259.0,BOTH,500019,NONE
Px00030010894,HC PARVOVIRUS ANTIBODY,86747,GROSS CHARGE,275.0,BOTH,500019,NONE
Px00030010897,HC HERPES SIMPLEX TEST - 1 & 2 PAN - HSV TYPE 1,86695,GROSS CHARGE,410.0,BOTH,500019,NONE
Px00030010901,HC CATHETERIZATION COLLECT SPECIM,P9612,GROSS CHARGE,134.0,BOTH,500019,NONE
Px00030010903,HC HERPES SIMPLEX TYPE 2,86696,GROSS CHARGE,274.0,BOTH,500019,NONE
Px00030010906,HC HERPES SIMPLEX TYPE 2 - TYPE 2 IGG,86696,GROSS CHARGE,274.0,BOTH,500019,NONE
Px00030010910,HC HERPES SIMPLEX TYPE 2 -HSV 1&2 IGG-HSV TYPE 2,86696,GROSS CHARGE,272.0,BOTH,500019,NONE
Px00030010911,HC HERPES SIMPLEX TYPE 2 -HSV 1&2 PAN-HSV TYPE 2,86696,GROSS CHARGE,366.0,BOTH,500019,NONE
Px00030010914,HC HISTOPLASMA - AB,86698,GROSS CHARGE,110.0,BOTH,500019,NONE
Px00030010922,HC HIV-2,86702,GROSS CHARGE,281.0,BOTH,500019,NONE
Px00030010926,HC HEP B CORE ANTIBODY IGM,86705,GROSS CHARGE,122.0,BOTH,500019,NONE
Px00030010928,HC HEP BE ANTIBODY,86707,GROSS CHARGE,207.0,BOTH,500019,NONE
Px00030010931,HC HEP A ANTIBODY IGM,86709,GROSS CHARGE,141.0,BOTH,500019,NONE
Px00030010982,HC TOXOPLASMA ANTIBODY,86777,GROSS CHARGE,265.0,BOTH,500019,NONE
Px00030010990,HC TOXOPLASMA ANTIBODY IGM,86778,GROSS CHARGE,308.0,BOTH,500019,NONE
Px00030010996,HC TREPONEMA PALLIDUM,86780,GROSS CHARGE,114.0,BOTH,500019,NONE
Px00030010999,HC TREPONEMA PALLIDUM - AB,86780,GROSS CHARGE,102.0,BOTH,500019,NONE
Px00030011003,HC VARICELLA-ZOSTER ANTIBODY - IGG,86787,GROSS CHARGE,158.0,BOTH,500019,NONE
Px00030011006,HC VARICELLA-ZOSTER ANTIBODY,86787,GROSS CHARGE,124.0,BOTH,500019,NONE
Px00030011019,HC THYROGLOBULIN ANTIBODY SCREEN,86800,GROSS CHARGE,65.0,BOTH,500019,NONE
Px00030011023,HC ANTINUCLEAR ANTIBODIES,86038,GROSS CHARGE,107.0,BOTH,500019,NONE
Px00030011040,HC RBC ANTIBODY SCREEN,86850,GROSS CHARGE,166.0,BOTH,500019,NONE
Px00030011045,HC THYROGLOBULIN ANTIBODY - REFLEXIVE,86800,GROSS CHARGE,78.0,BOTH,500019,NONE
Px00030011046,HC RBC ANTIBODY IDENTIFICATION,86870,GROSS CHARGE,767.0,BOTH,500019,NONE
Px00030011070,HC DIRECT COOMBS,86880,GROSS CHARGE,118.0,BOTH,500019,NONE
Px00030011072,HC ALLERGEN SPECIFIC IGE ADD'L,86003,GROSS CHARGE,76.0,BOTH,500019,NONE
Px00030011083,HC BLOOD TYPING SEROLOGIC; ABO,86900,GROSS CHARGE,227.0,BOTH,500019,NONE
Px00030011098,HC BLOOD TYPE ANTIGEN DONOR EA,86902,GROSS CHARGE,253.0,BOTH,500019,NONE
Px00030011112,HC BLOOD TYPING RBC ANTIGENS - PHENOTYPE,86905,GROSS CHARGE,767.0,BOTH,500019,NONE
Px00030011116,HC BLOOD TYPING RBC ANTIGENS - RBC OTHER EA,86905,GROSS CHARGE,767.0,BOTH,500019,NONE
Px00030011123,HC COMPATIBILITY TEST ANTIGLOB,86922,GROSS CHARGE,348.0,BOTH,500019,NONE
Px00030011125,HC COMPATIBILITY TEST ELECTRIC,86923,GROSS CHARGE,433.0,BOTH,500019,NONE
Px00030011137,HC RBC PRETREATMENT SERUM - ABSORPTION,86978,GROSS CHARGE,210.0,BOTH,500019,NONE
Px00030011165,HC MYCOPLASMA - UREA,87109,GROSS CHARGE,78.0,BOTH,500019,NONE
Px00030011166,HC MYCOPLASMA,87109,GROSS CHARGE,323.0,BOTH,500019,NONE
Px00030011197,HC MACROSCOPIC EXAM PARASITE,87169,GROSS CHARGE,207.0,BOTH,500019,NONE
Px00030011200,HC OVA AND PARASITES SMEARS,87177,GROSS CHARGE,375.0,BOTH,500019,NONE
Px00030011226,HC SMEAR FLUORESCENT/ACID STAI,87206,GROSS CHARGE,94.0,BOTH,500019,NONE
Px00030011245,HC SMEAR FLUORESCENT/ACID STAIN - AURAMINE-RHODAMINE,87206,GROSS CHARGE,94.0,BOTH,500019,NONE
Px00030011257,HC SMEAR COMPLEX STAIN-TRICHROME/OVA/PARA,87209,GROSS CHARGE,22.0,BOTH,500019,NONE
Px00030011259,HC SMEAR - INFECTIOUS WET MOUNT,87210,GROSS CHARGE,130.0,BOTH,500019,NONE
Px00030011261,HC WET MOUNT,87210,GROSS CHARGE,130.0,BOTH,500019,NONE
Px00030011331,HC PNEUMOCYSTIS CARINII AG IF,87281,GROSS CHARGE,671.0,BOTH,500019,NONE
Px00030011355,HC CRYPTOSPORIDIUM AG EIA,87328,GROSS CHARGE,160.0,BOTH,500019,NONE
Px00030011395,HC H PYLORI AG EIA,87339,GROSS CHARGE,129.0,BOTH,500019,NONE
Px00030011397,HC HEPATITIS BE ANTIGEN (HBEAG),87350,GROSS CHARGE,254.0,BOTH,500019,NONE
Px00030011405,HC HISTOPLASMA CAPSULATUM ANTIGEN,87385,GROSS CHARGE,391.0,BOTH,500019,NONE
Px00030011409,HC STREP TEST RAPID,87430,GROSS CHARGE,190.0,BOTH,500019,NONE
Px00030011424,HC BILIRUBIN TOTAL TRANSCUTANEOUS,88720,GROSS CHARGE,23.0,BOTH,500019,NONE
Px00030011426,HC BK VIRUS QUANT PCR,87799,GROSS CHARGE,364.0,BOTH,500019,NONE
Px00030011428,HC BK VIRUS QUANT PCR URINE,87799,GROSS CHARGE,364.0,BOTH,500019,NONE
Px00030011469,HC NUCLEAR ANTIGEN ANTIBODY - 86235 JO1,86235,GROSS CHARGE,410.0,BOTH,500019,NONE
Px00030011488,HC NUCLEAR ANTIGEN ANTIBODY - ENA,86235,GROSS CHARGE,286.0,BOTH,500019,NONE
Px00030011493,HC NUCLEAR ANTIGEN ANTIBODY - RIBOSOMAL PROTEIN,86235,GROSS CHARGE,273.0,BOTH,500019,NONE
Px00030011497,HC FLUORESCENT ANTIBODY SCREEN,86255,GROSS CHARGE,43.0,BOTH,500019,NONE
Px00030011501,HC IMMUNOASSAY INFECTIOUS AGENT - DIPTHERIA,86317,GROSS CHARGE,108.0,BOTH,500019,NONE
Px00030011520,HC BODY FLUID CELL COUNT W/ DIFFERENTIAL,89051,GROSS CHARGE,171.0,BOTH,500019,NONE
Px00030011530,HC BORDETELLA PERTUSSIS PCR,87801,GROSS CHARGE,610.0,BOTH,500019,NONE
Px00030011540,HC CANDIDA DNA DIRECT PROBE,87480,GROSS CHARGE,116.0,BOTH,500019,NONE
Px00030011572,HC CHLAMYDIA TRACHOMATIS PCR,87491,GROSS CHARGE,274.0,BOTH,500019,NONE
Px00030011573,HC CHLAMYDIA TRACHOMATIS AMPLIFIED DNA,87491,GROSS CHARGE,472.0,BOTH,500019,NONE
Px00030011582,HC CMV QUANTITATION,87497,GROSS CHARGE,684.0,BOTH,500019,NONE
Px00030011585,HC CRYSTAL EXAM,89060,GROSS CHARGE,112.0,BOTH,500019,NONE
Px00030011594,HC CYTOPATH CERV/VAG IN FLUID; AUTO PREP MANUAL REDO,88175,GROSS CHARGE,106.0,BOTH,500019,NONE
Px00030011609,HC EOSINOPHIL SMEAR,89190,GROSS CHARGE,60.0,BOTH,500019,NONE
Px00030011613,HC EPSTEIN BARR VIRUS QUANT PCR,87799,GROSS CHARGE,1096.0,BOTH,500019,NONE
Px00030011616,HC FAT FECAL QUALITATIVE,89125,GROSS CHARGE,151.0,BOTH,500019,NONE
Px00030011621,HC FLOW CYTOMETRY ADD MARKER,88185,GROSS CHARGE,136.0,BOTH,500019,NONE
Px00030011626,HC FLOW CYTOMETRY FIRST MARKER,88184,GROSS CHARGE,340.0,BOTH,500019,NONE
Px00030011637,HC GARDNER VAG DNA DIRECT PROBE,87510,GROSS CHARGE,116.0,BOTH,500019,NONE
Px00030011646,HC HEPATITIS B SURFACE ANTIGEN,87340,GROSS CHARGE,188.0,BOTH,500019,NONE
Px00030011651,HC HEPATITIS C PCR QUAL,87521,GROSS CHARGE,106.0,BOTH,500019,NONE
Px00030011653,HC HEPATITIS C QUANTITATIVE PCR PAML,87522,GROSS CHARGE,1104.0,BOTH,500019,NONE
Px00030011655,HC HEPATITIS C RNA QUANTIFICATION,87522,GROSS CHARGE,1037.0,BOTH,500019,NONE
Px00030011671,HC HSV DETECTION BY RT PCR,87529,GROSS CHARGE,71.0,BOTH,500019,NONE
Px00030011673,HC HV6 DNA AMPLIFIED PROBE,87532,GROSS CHARGE,71.0,BOTH,500019,NONE
Px00030011691,HC INFECT AGENT BY PCR,87798,GROSS CHARGE,1024.0,BOTH,500019,NONE
Px00030011698,HC INHIBIN A,86336,GROSS CHARGE,103.0,BOTH,500019,NONE
Px00030011700,HC JC VIRUS DETECTION BY PCR,87798,GROSS CHARGE,296.0,BOTH,500019,NONE
Px00030011718,HC METABOLIC SCRN NEWBORN,S3620,GROSS CHARGE,196.0,BOTH,500019,NONE
Px00030011719,HC MICRODISSECTION (PANL),88381,GROSS CHARGE,359.0,BOTH,500019,NONE
Px00030011741,HC RAPID STREP SCREEN,87880,GROSS CHARGE,136.0,BOTH,500019,NONE
Px00030011742,HC RBC ANTIBODY ELUTION,86860,GROSS CHARGE,433.0,BOTH,500019,NONE
Px00030011749,HC RSV ANTIGEN DETECTION,87420,GROSS CHARGE,129.0,BOTH,500019,NONE
Px00030011752,HC SEMEN ANALYSIS  SPERM DETECTION AND MOTILITY,89321,GROSS CHARGE,82.0,BOTH,500019,NONE
Px00030011759,HC STREP B DNA AMPLIFIED PROBE,87653,GROSS CHARGE,179.0,BOTH,500019,NONE
Px00030011762,HC STREP PNEUMONIAE AG URINE,87899,GROSS CHARGE,49.0,BOTH,500019,NONE
Px00030011799,HC TRICHOMONAS VAG DNA PROBE(PANL),87660,GROSS CHARGE,116.0,BOTH,500019,NONE
Px00030011868,HC T CELLS TOTAL COUNT,86359,GROSS CHARGE,133.0,BOTH,500019,NONE
Px00030011886,HC RUBEOLA ANTIBODY IGM,86765,GROSS CHARGE,154.0,BOTH,500019,NONE
Px00030011905,HC SCL-70 AB IGG(ARUP),86235,GROSS CHARGE,426.0,BOTH,500019,NONE
Px00030011930,HC SPECIMEN HANDLING,99001,GROSS CHARGE,26.0,BOTH,500019,NONE
Px00030011963,HC BLOOD TYPING RH PHENOTYPE,86906,GROSS CHARGE,118.0,BOTH,500019,NONE
Px00030011965,HC CULTURE BACTERIA OTHER - EYE,87070,GROSS CHARGE,404.0,BOTH,500019,NONE
Px00030011967,HC CULTURE BACTERIA OTHER - GENITAL TRACT,87070,GROSS CHARGE,404.0,BOTH,500019,NONE
Px00030011972,HC CATHETERIZE FOR URINE SPECIMEN,P9612,GROSS CHARGE,134.0,BOTH,500019,NONE
Px00030011987,HC DIRECT BACTERIAL SEQUENCING,87801,GROSS CHARGE,370.0,BOTH,500019,NONE
Px00030012035,HC CRYOGLOBULINS QUANTITATIVE,82595,GROSS CHARGE,8.0,BOTH,500019,NONE
Px00030012037,HC ESTRONE SERUM,82679,GROSS CHARGE,54.0,BOTH,500019,NONE
Px00030012120,HC CHROMATIN AUTOANTIBODIES,86235,GROSS CHARGE,273.0,BOTH,500019,NONE
Px00030012126,HC SMRNP AUTOANTIBODY,86235,GROSS CHARGE,105.0,BOTH,500019,NONE
Px00030012275,HC CPK ISOENZYMES,82552,GROSS CHARGE,22.0,BOTH,500019,NONE
Px00030012379,HC TB AG RESPONSE T-CELL SUSP,86481,GROSS CHARGE,204.0,BOTH,500019,NONE
Px00030012385,HC HLA-B 5701 GENOTYPING,81381,GROSS CHARGE,542.0,BOTH,500019,NONE
Px00030012386,HC ANTINOMYCES ANTIBODY,86602,GROSS CHARGE,40.0,BOTH,500019,NONE
Px00030013001,HC URINE PREGNANCY TEST,81025,GROSS CHARGE,90.0,BOTH,500019,NONE
Px00030013008,HC OCCULT BLD FECES 1-3 TESTS,82272,GROSS CHARGE,55.0,BOTH,500019,NONE
Px00030013009,HC URINALYSIS NONAUTO W/O SCOPE,81002,GROSS CHARGE,53.0,BOTH,500019,NONE
Px00030013010,HC VITAMIN D 25 HYDROXY,82306,GROSS CHARGE,102.0,BOTH,500019,NONE
Px00030013017,HC URINALYSIS VOLUME MEASURE,81050,GROSS CHARGE,60.0,BOTH,500019,NONE
