internal_revenue_code,description,code,payer,price,inpatient_outpatient,cms_certification_num,code_disambiguator
Px00040210049,HC US GUIDE VASCULAR ACCESS,76937,GROSS CHARGE,294.0,BOTH,500077,NONE
Px00040210050,HC US GUIDE TISSUE ABLATION,76940,GROSS CHARGE,1317.0,BOTH,500077,NONE
Px00040210052,HC US GUIDANCE NEEDLE PLACEMENT IMG S&I CDM,76942,GROSS CHARGE,2138.0,BOTH,500077,NONE
Px00051010027,HC ESTAB PT VISIT - LEVEL 2 - 10 MIN,99212,GROSS CHARGE,285.0,BOTH,500077,NONE
Px00040210053,HC ECHO GUIDE FOR AMNIOCENTESIS,76946,GROSS CHARGE,831.0,BOTH,500077,NONE
Px00040210059,HC US GUIDE INTRAOP,76998,GROSS CHARGE,968.0,BOTH,500077,NONE
Px00040210061,HC ECHO EXAMINATION PROCEDURE UNLISTED,76999,GROSS CHARGE,608.0,BOTH,500077,NONE
Px00030110085,HC COL-CHR/MS NONDRUG ANALYTE NES QUAL/QUAN EA SPEC #,82542,GROSS CHARGE,343.0,BOTH,500077,NONE
Px00040210076,HC US UMBILICAL ARTERY ECHO,76820,GROSS CHARGE,435.0,BOTH,500077,NONE
Px00040210093,HC US EXAM PELVIC COMPLETE,76856,GROSS CHARGE,2054.0,BOTH,500077,NONE
Px00040210104,HC US EXAM OF ABDOMEN LIMITED,76705,GROSS CHARGE,1426.0,BOTH,500077,NONE
Px00030210195,HC ANTIBODY BACTERIUM NOT ELSEWHERE SPECIFIED #,86609,GROSS CHARGE,39.0,BOTH,500077,NONE
Px00040210112,HC US EXT NON-VASC AXILLA LIMITED,76882,GROSS CHARGE,435.0,BOTH,500077,NONE
Px00040410001,HC HEART MUSCLE IMAGING (PET),78459,GROSS CHARGE,3391.0,BOTH,500077,NONE
Px00040410002,HC PET HEART IMAGE SINGLE,78491,GROSS CHARGE,4077.0,BOTH,500077,NONE
Px00040410003,HC PET HEART IMAGE MULTIPLE,78492,GROSS CHARGE,4077.0,BOTH,500077,NONE
Px00040410004,HC PET BRAIN IMAGING,78608,GROSS CHARGE,3966.0,BOTH,500077,NONE
Px00040410005,HC PET BRAIN IMAGING PERFUSION,78609,GROSS CHARGE,5426.0,BOTH,500077,NONE
Px00040410006,HC PET IMAGE LIMITED AREA,78811,GROSS CHARGE,3160.0,BOTH,500077,NONE
Px00040410007,HC PET IMAGE SKULL-THIGH,78812,GROSS CHARGE,3248.0,BOTH,500077,NONE
Px00040410008,HC PET IMAGE FULL BODY,78813,GROSS CHARGE,3248.0,BOTH,500077,NONE
Px00040410010,HC PET IMAGE W/CT SKULL-THIGH,78815,GROSS CHARGE,6105.0,BOTH,500077,NONE
Px00045010244,HC ED DRAINAGE OF MOUTH LESION CDM,41008,GROSS CHARGE,8702.0,BOTH,500077,NONE
Px00045010401,HC ED PENILE INJECTION CDM,54235,GROSS CHARGE,822.0,BOTH,500077,NONE
Px00061010002,HC MRI IMAGE JAW JOINT TMJ,70336,GROSS CHARGE,2935.0,BOTH,500077,NONE
Px00061010005,HC MRI ORBIT/FACE/NECK W/DYE,70542,GROSS CHARGE,3209.0,BOTH,500077,NONE
Px00061010007,HC MRI ORBT/FAC/NCK W/O & W/DYE,70543,GROSS CHARGE,6630.0,BOTH,500077,NONE
Px00061010009,"HC MRA W/O CONTRAST, HEAD",70544,GROSS CHARGE,3628.0,BOTH,500077,NONE
Px00061010010,"HC MRA W/CONTRAST, HEAD",70545,GROSS CHARGE,4295.0,BOTH,500077,NONE
Px00061010012,"HC MRA W/O AND W/CONTRAST, HEAD",70546,GROSS CHARGE,6335.0,BOTH,500077,NONE
Px00061010013,"HC MRA W/O CONTRAST, NECK",70547,GROSS CHARGE,2864.0,BOTH,500077,NONE
Px00061010014,"HC MRA W/CONTRAST, NECK",70548,GROSS CHARGE,3430.0,BOTH,500077,NONE
Px00061010015,"HC MRA W/O AND W/CONTRAST, NECK",70549,GROSS CHARGE,6765.0,BOTH,500077,NONE
Px00061010019,HC MRI CHEST W/O DYE,71550,GROSS CHARGE,4024.0,BOTH,500077,NONE
Px00061010022,HC MRI CHEST W/DYE,71551,GROSS CHARGE,4333.0,BOTH,500077,NONE
Px00061010025,HC MRI CHEST W/O & W/DYE,71552,GROSS CHARGE,5955.0,BOTH,500077,NONE
Px00061010029,HC MRI PELVIS W/O DYE,72195,GROSS CHARGE,3416.0,BOTH,500077,NONE
Px00061010038,HC MRI PELVIS W/DYE,72196,GROSS CHARGE,4014.0,BOTH,500077,NONE
Px00061010044,HC MRI PELVIS W/O & W/DYE,72197,GROSS CHARGE,8131.0,BOTH,500077,NONE
Px00061010053,HC MRI LWR EXTREMITY W/O&W/DYE,73720,GROSS CHARGE,7632.0,BOTH,500077,NONE
Px00061010054,HC MRI UPPER EXTREMITY W/O DYE,73218,GROSS CHARGE,4122.0,BOTH,500077,NONE
Px00061010057,HC MRI LOWER EXTREMITY W/DYE,73719,GROSS CHARGE,4203.0,BOTH,500077,NONE
Px00061010059,HC MRI UPPER EXTREMITY W/O & W/DYE,73220,GROSS CHARGE,6400.0,BOTH,500077,NONE
Px00061010063,HC MRI JOINT UPR EXTREM W/O DYE,73221,GROSS CHARGE,3991.0,BOTH,500077,NONE
Px00076110006,HC ESTAB PT VISIT - LEVEL 1,99211,GROSS CHARGE,257.0,BOTH,500077,NONE
Px00061010065,HC MRI LOWER EXTREMITY W/O DYE,73718,GROSS CHARGE,3821.0,BOTH,500077,NONE
Px00061010066,HC MRI JOINT UPR EXTREM W/DYE,73222,GROSS CHARGE,4629.0,BOTH,500077,NONE
Px00061010068,HC MRI JOINT UPR EXTREM W/O & W/DYE,73223,GROSS CHARGE,5730.0,BOTH,500077,NONE
Px00061010075,HC MRI JNT OF LWR EXTRE W/O DYE,73721,GROSS CHARGE,4012.0,BOTH,500077,NONE
Px00061010077,HC MRI JOINT OF LWR EXTR W/DYE,73722,GROSS CHARGE,4298.0,BOTH,500077,NONE
Px00061010079,HC MRI JOINT LWR EXTR W/O&W/DYE,73723,GROSS CHARGE,5730.0,BOTH,500077,NONE
Px00061010082,HC MRI MRCP ABDOMEN W/O DYE,74181,GROSS CHARGE,4875.0,BOTH,500077,NONE
Px00061010083,HC MRI ABDOMEN W/O DYE,74181,GROSS CHARGE,4875.0,BOTH,500077,NONE
Px00061010085,HC MRI ABDOMEN W/DYE,74182,GROSS CHARGE,5119.0,BOTH,500077,NONE
Px00061010087,HC MRI ABDOMEN W/O & W/DYE,74183,GROSS CHARGE,8132.0,BOTH,500077,NONE
Px00076110021,HC ESTAB PT VISIT - LEVEL 5,99215,GROSS CHARGE,582.0,BOTH,500077,NONE
Px00061010090,HC MRI CARDIAC FOR MORPH,75557,GROSS CHARGE,2573.0,BOTH,500077,NONE
Px00061010091,HC MRI CARDIAC W/STRESS IMG,75559,GROSS CHARGE,2573.0,BOTH,500077,NONE
Px00061010092,HC MRI CARDIAC FOR MORPH W/WO DYE,75561,GROSS CHARGE,3855.0,BOTH,500077,NONE
Px00061010093,HC MRI CARDIAC W/STRESS IMG & DYE,75563,GROSS CHARGE,3214.0,BOTH,500077,NONE
Px00061010094,HC MRI CARDIAC VELOC FLOW MAPPING,75565,GROSS CHARGE,334.0,BOTH,500077,NONE
Px00061010095,HC MRI SPECTROSCOPY,76390,GROSS CHARGE,3030.0,BOTH,500077,NONE
Px00061010096,HC CHG MRI GUIDANCE NEEDLE PLACEMENT RS&I,77021,GROSS CHARGE,3030.0,BOTH,500077,NONE
Px00061010100,HC MRI BONE MARROW BLOOD SUPPLY,77084,GROSS CHARGE,2641.0,BOTH,500077,NONE
Px00061010114,"HC MRA W/CONTRAST, LOWER EXTREMITY",73725,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00061010115,"HC MRA W/O CONTRAST, LOWER EXTREMITY",73725,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00076110039,HC ESTAB PT VISIT - LEVEL 2,99212,GROSS CHARGE,285.0,BOTH,500077,NONE
Px00061010116,"HC MRA W/O AND W/CONT, LOWER EXTREMITY",73725,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00061010120,"HC MRA W/CONTRAST, SPINAL CANAL",72159,GROSS CHARGE,2835.0,BOTH,500077,NONE
Px00061010121,"HC MRA W/O CONTRAST, SPINAL CANAL",72159,GROSS CHARGE,2835.0,BOTH,500077,NONE
Px00061010122,"HC MRA W/O AND W/CONT, SPINAL CANAL",72159,GROSS CHARGE,2835.0,BOTH,500077,NONE
Px00061010123,"HC MRA W/CONTRAST, UPPER EXTREMITY",73225,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00061010124,"HC MRA W/O CONTRAST, UPPER EXTREMITY",73225,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00061010125,"HC MRA W/O AND W/CONT, UPPER EXTREMITY",73225,GROSS CHARGE,4476.0,BOTH,500077,NONE
Px00061010137,HC MRI UPPER EXTREMITY W/DYE,73219,GROSS CHARGE,4544.0,BOTH,500077,NONE
Px00061010142,HC MRI ORBIT/FACE/NECK W/O DYE,70540,GROSS CHARGE,3064.0,BOTH,500077,NONE
Px00061010143,HC MRA CHEST W/O & W/CONTRAST MATERIAL,71555,GROSS CHARGE,3689.0,BOTH,500077,NONE
Px00076110040,HC ESTAB PT VISIT - LEVEL 3,99213,GROSS CHARGE,408.0,BOTH,500077,NONE
Px00075010317,HC MPU LEVEL 3,NONE,GROSS CHARGE,5429.0,BOTH,500077,NONE
Px00061010144,HC MRA CHEST W/O & W/CONTRAST MATERIAL,71555,GROSS CHARGE,3689.0,BOTH,500077,NONE
Px00061010145,HC MRA CHEST W/O & W/CONTRAST MATERIAL,71555,GROSS CHARGE,3689.0,BOTH,500077,NONE
Px00061010148,HC MR ANGIO PELVIS W/O DYE,72198,GROSS CHARGE,3074.0,BOTH,500077,NONE
Px00061010184,HC MRI JOINT UPR EXTREM W/O DYE LIMITED,73221,GROSS CHARGE,3324.0,BOTH,500077,NONE
Px00061010237,HC MRI ANGIO ABDOM W & W/O DYE,74185,GROSS CHARGE,3976.0,BOTH,500077,NONE
Px00061010238,HC MRI ANGIO ABDOM W/DYE,74185,GROSS CHARGE,3689.0,BOTH,500077,NONE
Px00061010239,HC MRI ANGIO ABDOM W/O DYE,74185,GROSS CHARGE,3689.0,BOTH,500077,NONE
Px00061110001,HC MRI BRAIN W/O DYE,70551,GROSS CHARGE,3431.0,BOTH,500077,NONE
Px00061110007,HC MRI BRAIN W/DYE,70552,GROSS CHARGE,4188.0,BOTH,500077,NONE
Px00061110015,HC MRI BRAIN W/O & W/DYE,70553,GROSS CHARGE,4730.0,BOTH,500077,NONE
Px00076110041,HC ESTAB PT VISIT - LEVEL 4,99214,GROSS CHARGE,488.0,BOTH,500077,NONE
Px00061210001,HC MRI CERVICAL SPINE W/O DYE,72141,GROSS CHARGE,3630.0,BOTH,500077,NONE
Px00061210003,HC MRI CERVICAL SPINE W/DYE,72142,GROSS CHARGE,3846.0,BOTH,500077,NONE
Px00061210005,HC MRI THORACIC SPINE W/O DYE,72146,GROSS CHARGE,4941.0,BOTH,500077,NONE
Px00061210007,HC MRI THORACIC SPINE W/DYE,72147,GROSS CHARGE,5164.0,BOTH,500077,NONE
Px00061210009,HC MRI LUMBAR SPINE W/O DYE,72148,GROSS CHARGE,5046.0,BOTH,500077,NONE
Px00061210011,HC MRI LUMBAR SPINE W/DYE,72149,GROSS CHARGE,5149.0,BOTH,500077,NONE
Px00061210012,HC MRI LUMBAR SPINE W/DYE LIMITED,72149,GROSS CHARGE,4291.0,BOTH,500077,NONE
Px00061210013,HC MRI CERVICAL SPINE W/O & W/DYE,72156,GROSS CHARGE,5004.0,BOTH,500077,NONE
Px00061210015,HC MRI THORACIC SPINE W/O & W/DYE,72157,GROSS CHARGE,5801.0,BOTH,500077,NONE
Px00061210016,HC MRI THORACIC SPINE W/O & W/DYE LIMITED,72157,GROSS CHARGE,3516.0,BOTH,500077,NONE
Px00094010003,HC BEHAV CHNG SMOKING 3-10 MIN,99406,GROSS CHARGE,75.0,BOTH,500077,NONE
Px00061210017,HC MRI LUMBAR SPINE W/O & W/DYE,72158,GROSS CHARGE,6831.0,BOTH,500077,NONE
Px00061210028,HC MR ANGIO PELVIS W/O & W/DYE,72198,GROSS CHARGE,3074.0,BOTH,500077,NONE
Px00061810001,HC MR ANGIO PELVIS W/DYE,72198,GROSS CHARGE,3074.0,BOTH,500077,NONE
Px00092110002,HC DUPLEX EXTRACRANIAL STUDY BILAT,93880,GROSS CHARGE,2047.0,BOTH,500077,NONE
Px00092110003,HC DUPLEX EXTRACRANIAL STUDY UNILAT,93882,GROSS CHARGE,1513.0,BOTH,500077,NONE
Px00092110004,HC TRANSCRANIAL DOPPLER COMPLETE,93886,GROSS CHARGE,1202.0,BOTH,500077,NONE
Px00092110005,HC TRANSCRANIAL DOPPLER LIMITED,93888,GROSS CHARGE,1460.0,BOTH,500077,NONE
Px00092110008,HC PHYSIO UE/LE ART 3+ LVLS,93923,GROSS CHARGE,1031.0,BOTH,500077,NONE
Px00092110009,HC LOWER EXTR VASC STUDY BILAT W/TREADMILL STRESS TESTING,93924,GROSS CHARGE,1216.0,BOTH,500077,NONE
Px00092110010,HC LOWER EXTREMITY STUDY DUPLEX BILAT,93925,GROSS CHARGE,2800.0,BOTH,500077,NONE
Px00094010004,HC BEHAV CHNG SMOKING > 10 MIN,99407,GROSS CHARGE,86.0,BOTH,500077,NONE
Px00092110011,HC LOWER EXTREMITY STUDY DUPLEX,93926,GROSS CHARGE,886.0,BOTH,500077,NONE
Px00092110012,HC UPPER EXTREMITY STUDY DUPLEX BILAT,93930,GROSS CHARGE,2021.0,BOTH,500077,NONE
Px00092110013,HC UPPER EXTREMITY STUDY DUPLEX,93931,GROSS CHARGE,1277.0,BOTH,500077,NONE
Px00092110015,HC EXTREMITY STUDY VENOUS DUPLEX BILAT,93970,GROSS CHARGE,3147.0,BOTH,500077,NONE
Px00092110016,HC EXTREMITY STUDY VENOUS DUPLEX,93971,GROSS CHARGE,2238.0,BOTH,500077,NONE
Px00092110017,DUPLEX STUDY ABD/PEL/SCROTAL/RTROPERITNL COMPLETE,93975,GROSS CHARGE,4011.0,BOTH,500077,NONE
Px00092110018,DUPLEX STUDY ABD/PEL/SCROTAL/RTROPERITNL LTD,93976,GROSS CHARGE,2524.0,BOTH,500077,NONE
Px00092110019,HC VASCULAR STUDY AORTA/IVC/ILIAC COMPLETE,93978,GROSS CHARGE,1970.0,BOTH,500077,NONE
Px00092110020,HC VASCULAR STUDY AORTA/IVC/ILIAC LIMITED,93979,GROSS CHARGE,1303.0,BOTH,500077,NONE
Px00092110022,HC PENILE VASCULAR STUDY LIMITED,93981,GROSS CHARGE,920.0,BOTH,500077,NONE
Px00045010105,HC ED PUNCTURE SHUNT TUBE/RESERVOIR ASPIRATION/INJ PX CDM,61070,GROSS CHARGE,1739.0,BOTH,500077,NONE
Px00092110024,HC DOPPLER FLOW TESTING,93990,GROSS CHARGE,478.0,BOTH,500077,NONE
Px00092110028,HC PHYSIO UE/LE ART 2 LVLS,93922,GROSS CHARGE,740.0,BOTH,500077,NONE
Px00063610299,HC PR RX HEPB VACCINE ADULT 3 DOSE IM 1 ML,90746,GROSS CHARGE,36.0,BOTH,500077,NONE
Px00063610313,HC PR RX HEPATITUS A VACCINE ADULT IM 1 ML,90632,GROSS CHARGE,52.0,BOTH,500077,NONE
Px00036110085,HC BRONCHOSCOPY PERCUTANEOUS TRACH INSERTION,31612,GROSS CHARGE,13568.0,BOTH,500077,NONE
Px00041010205,HC AEROSOL CONTINUOUS DAILY,94640,GROSS CHARGE,928.0,BOTH,500077,NONE
Px00041010237,HC NEBULIZER CONTINUOUS SUBSEQUENT HOUR,94645,GROSS CHARGE,196.0,BOTH,500077,NONE
Px00041010261,HC EXPIRATORY PRESSURE VALVE THERAPY INITIAL,94667,GROSS CHARGE,467.0,BOTH,500077,NONE
Px00041010263,HC EXPIRATORY PRESSURE VALVE THERAPY SUBSEQUENT,94668,GROSS CHARGE,237.0,BOTH,500077,NONE
Px00041010275,HC HIGH FLOW THERAPY DAILY,94640,GROSS CHARGE,928.0,BOTH,500077,NONE
Px00045010107,HC ED SPINAL PUNCTURE LUMBAR DIAGNOSTIC CDM,62270,GROSS CHARGE,1391.0,BOTH,500077,NONE
Px00041010290,HC MECHANICAL VENTILATION FIRST DAY,94002,GROSS CHARGE,2594.0,BOTH,500077,NONE
Px00030110211,HC QUANTITATION DRUG NOT ELSEWHERE SPECIFIED #,80299,GROSS CHARGE,193.0,BOTH,500077,NONE
Px00041010296,HC MECHANICAL VENTILATION SUBSEQUENT DAY,94003,GROSS CHARGE,1836.0,BOTH,500077,NONE
Px00041010325,HC NONINVASIVE VENTILATION/CPAP FIRST DAY,94660,GROSS CHARGE,663.0,BOTH,500077,NONE
Px00041010328,HC NONINVASIVE VENTILATION/CPAP SUBSEQUENT DAY,94660,GROSS CHARGE,621.0,BOTH,500077,NONE
Px00041010338,HC PERCUSSION VIBRATION POSTURAL DRAINAGE 3 POSITIONS OR LESS,94668,GROSS CHARGE,846.0,BOTH,500077,NONE
Px00041010340,HC INTRAPULMONARY PERCUSSION VENTILATION THERAPY,94640,GROSS CHARGE,928.0,BOTH,500077,NONE
Px00041010341,HC PERCUSSION VIBRATPOSTURAL DRAINAGE >4 POSITIONS,94668,GROSS CHARGE,846.0,BOTH,500077,NONE
Px00041010353,HC SPUTUM INDUCTION,94640,GROSS CHARGE,759.0,BOTH,500077,NONE
Px00045010108,HC ED SPINAL PUNCTURE THER DRAIN CEREBROSPINAL FLUID CDM,62272,GROSS CHARGE,1595.0,BOTH,500077,NONE
Px00041010406,HC TRACHEOSTOMY TUBE CHANGE,31502,GROSS CHARGE,812.0,BOTH,500077,NONE
Px00046010002,HC BRONCHIAL PROVOCATION,94070,GROSS CHARGE,888.0,BOTH,500077,NONE
Px00046010008,HC AIRWAY RESISTANCE,94726,GROSS CHARGE,268.0,BOTH,500077,NONE
Px00046010012,HC DIFFUSING CAPACITY,94729,GROSS CHARGE,355.0,BOTH,500077,NONE
Px00046010026,HC MAX BREATHING CAPACITY MAXIMAL VOLUNTARY VENTJ,94200,GROSS CHARGE,155.0,BOTH,500077,NONE
Px00042010052,HC GROUP THERAPEUTIC PROCEDURES - CONDITIONING,97150,GROSS CHARGE,76.0,BOTH,500077,NONE
Px00046010030,HC PEAK FLOW MEASUREMENT,94010,GROSS CHARGE,447.0,BOTH,500077,NONE
Px00046010031,HC PEAK FLOW MEASUREMENT - REDUCED SERVICES,94060,GROSS CHARGE,193.0,BOTH,500077,NONE
Px00046010053,HC FLOW VOLUME LOOP,94375,GROSS CHARGE,110.0,BOTH,500077,NONE
Px00046010055,HC SPIROMETRY,94010,GROSS CHARGE,447.0,BOTH,500077,NONE
Px00046010063,HC SPIROMETRY PRE POST BRONCHODILATOR,94060,GROSS CHARGE,535.0,BOTH,500077,NONE
Px00046010067,HC THORACIC GAS VOLUME,94727,GROSS CHARGE,251.0,BOTH,500077,NONE
Px00046010080,HC INDIRECT CALORIMETRY EXHALED AIR ANALYSIS/SET UP/CALIBRATION,94690,GROSS CHARGE,175.0,BOTH,500077,NONE
Px0000668019L,HC COIL OPTIMA SPSFT CPLX 1.5X2 OPTI0152CSS10,C1889,GROSS CHARGE,3150.0,BOTH,500077,NONE
Px0000668021L,HC COIL OPTIMA SPSFT CPLX 1.5X4,C1889,GROSS CHARGE,3150.0,BOTH,500077,NONE
Px00042010102,HC BIOFEEDBACK TRAIN ANY METH,90901,GROSS CHARGE,64.0,BOTH,500077,NONE
Px0000679148L,HC CATH MAP-IT 3.3/4F 2-2-2MM,C1730,GROSS CHARGE,2568.0,BOTH,500077,NONE
Px00042010108,HC CANALITH REPOSITION PROC,95992,GROSS CHARGE,145.0,BOTH,500077,NONE
Px00042010110,HC MECHANICAL TRACTION THERAPY,97012,GROSS CHARGE,96.0,BOTH,500077,NONE
Px00075010318,HC MPU LEVEL 4,NONE,GROSS CHARGE,6453.0,BOTH,500077,NONE
Px00042010113,HC ELECTRIC STIM THER,97014,GROSS CHARGE,58.0,BOTH,500077,NONE
Px00042010114,HC VASOPNEUMATIC DEVICE THERAPY,97016,GROSS CHARGE,43.0,BOTH,500077,NONE
Px00042010117,HC WHIRLPOOL THERAPY,97022,GROSS CHARGE,111.0,BOTH,500077,NONE
Px00026010004,HC INSERTION PICC W/O IMG GDN 5 YR/>,36569,GROSS CHARGE,2870.0,BOTH,500077,NONE
Px00026010005,HC BLOOD DRAW FROM IMPLANTED PORT CDM,36591,GROSS CHARGE,322.0,BOTH,500077,NONE
Px00026010006,HC BLOOD DRAW PICC OR NONIMPLANTED CENTRAL LINE CDM,36592,GROSS CHARGE,321.0,BOTH,500077,NONE
Px00026010007,HC IV HYDRATION INITIAL HR,96360,GROSS CHARGE,472.0,BOTH,500077,NONE
Px00026010008,HC IV HYDRATION EA ADDL HR,96361,GROSS CHARGE,122.0,BOTH,500077,NONE
Px00026010009,HC IV INFUSION INITIAL HR,96365,GROSS CHARGE,446.0,BOTH,500077,NONE
Px00026010010,HC IV INFUSION EA ADDL HR,96366,GROSS CHARGE,122.0,BOTH,500077,NONE
Px00026010011,HC IV INFUSION SEQUENTIAL HR,96367,GROSS CHARGE,115.0,BOTH,500077,NONE
Px00042010119,HC WHIRLPOOL THERAPY - 30 MIN,97022,GROSS CHARGE,111.0,BOTH,500077,NONE
Px00026010012,HC IV INFUSION CONCURRENT,96368,GROSS CHARGE,135.0,BOTH,500077,NONE
Px00026010013,HC THER/PROP/DIAG INJ/INF PROC^,96379,GROSS CHARGE,77.0,BOTH,500077,NONE
Px00026010016,HC TX/PROPH/DG ADDL SEQ IV INF -1 HR ADDL,96367,GROSS CHARGE,115.0,BOTH,500077,NONE
Px00033110001,HC CHEMO SQ OR IM NON HORMONAL,96401,GROSS CHARGE,370.0,BOTH,500077,NONE
Px00033110002,HC CHEMO SQ OR IM HORMONAL,96402,GROSS CHARGE,214.0,BOTH,500077,NONE
Px00033110007,HC CHEMO IV PUSH INITIAL DRUG,96409,GROSS CHARGE,600.0,BOTH,500077,NONE
Px00033510002,HC CHEMO IV PUSH ADDL DRUG,96411,GROSS CHARGE,467.0,BOTH,500077,NONE
Px00033510003,HC CHEMO IV INFUSION INITIAL HR,96413,GROSS CHARGE,1045.0,BOTH,500077,NONE
Px00033510004,HC CHEMO IV INFUSION ADDL HR,96415,GROSS CHARGE,303.0,BOTH,500077,NONE
Px00033510005,HC CHEMO IV INFUSION PROLONG VIA PORTABLE OR IMPLANTABLE PUMP > 8HRS CDM,96416,GROSS CHARGE,1017.0,BOTH,500077,NONE
Px00042010124,"HC ELECTRICAL STIMULATION ATTENDED, EA 15 MIN",97032,GROSS CHARGE,55.0,BOTH,500077,NONE
Px00033510006,HC CHEMO IV INFUSION EA ADDL SEQ DRG,96417,GROSS CHARGE,201.0,BOTH,500077,NONE
Px00033510013,HC CHEMO ADMIN PERITONEAL CAVITY VIA PORT OR CATH CDM,96446,GROSS CHARGE,1150.0,BOTH,500077,NONE
Px00033510014,HC CHEMO ADMIN CNS INCL LPUNCTURE CDM,96450,GROSS CHARGE,1045.0,BOTH,500077,NONE
Px00036110005,HC DECLOT VAD W THROMB AGENT,36593,GROSS CHARGE,712.0,BOTH,500077,NONE
Px00045010307,HC ED INSERT NON-TUNNEL CV CATH < 5 YR CDM,36555,GROSS CHARGE,1772.0,BOTH,500077,NONE
Px00045010308,HC ED INSERT NEEDLE BONE CAVITY CDM,36680,GROSS CHARGE,489.0,BOTH,500077,NONE
Px00076110301,HC REFIL/MAINT IMP PUM OR RES SPINAL/BRAIN BY RN CDM,95990,GROSS CHARGE,1233.0,BOTH,500077,NONE
Px00076110302,HC REFILL/MAINT IMP PUM OR RES SPINAL/BRAIN BY MD CDM,95991,GROSS CHARGE,986.0,BOTH,500077,NONE
Px00076110305,HC REFILL MAINT PORTABLE PUMP,96521,GROSS CHARGE,611.0,BOTH,500077,NONE
Px00076110306,HC REFILL MAINT PUMP OR RESERVOIR (IV OR IA),96522,GROSS CHARGE,427.0,BOTH,500077,NONE
Px00042010125,HC IONTOPHORESIS PER 15-MIN,97033,GROSS CHARGE,65.0,BOTH,500077,NONE
