internal_revenue_code,description,code,payer,price,inpatient_outpatient,cms_certification_num,code_disambiguator
Px0000331186L,HC CATH PICC PWR TLS SL 4FR FULL,C1751,GROSS CHARGE,1603.0,BOTH,501309,NONE
Px0000335055L,HC PNUEMOTHORAX SET 10.2FR 29CM,NONE,GROSS CHARGE,371.0,BOTH,501309,NONE
Px0000339202L,HC ROTATABLE QUICK CLIP DEVICE (HEMOCLIP) HX-201UR-135L,NONE,GROSS CHARGE,345.0,BOTH,501309,NONE
Px0000346746L,HC CLIP CELEROMARK,A4648,GROSS CHARGE,405.0,BOTH,501309,NONE
Px0000346785L,HC TUBE FEEDING REPLACMENT 20FR M00582080,NONE,GROSS CHARGE,220.0,BOTH,501309,NONE
Px0000349452L,HC MARKER BIOPSY SITE 2ND,A4648,GROSS CHARGE,360.0,BOTH,501309,NONE
Px0000358349L,HC BASKET TWISTER RETRIEVAL 25MM 6142,NONE,GROSS CHARGE,441.0,BOTH,501309,NONE
Px0000362207L,HC BASKET TWISTER RETRIEVAL 13MM,NONE,GROSS CHARGE,441.0,BOTH,501309,NONE
Px0000372563L,HC CATH CENTESIS ONE-STEP 5FR 15C,C1729,GROSS CHARGE,130.0,BOTH,501309,NONE
Px0000372647L,HC CATH FOLEY CAUTI 14FR LF W/BAG,C1758,GROSS CHARGE,61.0,BOTH,501309,NONE
Px00012010001,HC R&B-SEMI-PRIVATE,NONE,GROSS CHARGE,1249.0,BOTH,501309,NONE
Px00012010004,HC R&B-SEMI-PRIVATE SWING BED,NONE,GROSS CHARGE,1249.0,BOTH,501309,NONE
Px00012010009,HC R&B-SEMI-PRIVATE MED SURG W/ TELE,NONE,GROSS CHARGE,1753.0,BOTH,501309,NONE
Px00012010011,HC R&B-SEMI-PRIVATE ISOLATION,NONE,GROSS CHARGE,1249.0,BOTH,501309,NONE
Px00019110002,HC R&B - ADMINISTRATIVE DAYS,NONE,GROSS CHARGE,585.0,BOTH,501309,NONE
Px00026010006,HC BLOOD DRAW PICC OR NONIMPLANTED CENTRAL LINE CDM,36592,GROSS CHARGE,90.0,BOTH,501309,NONE
Px00026010007,HC IV HYDRATION INITIAL HR,96360,GROSS CHARGE,472.0,BOTH,501309,NONE
Px00026010008,HC IV HYDRATION EA ADDL HR,96361,GROSS CHARGE,198.0,BOTH,501309,NONE
Px00026010009,HC IV INFUSION INITIAL HR,96365,GROSS CHARGE,477.0,BOTH,501309,NONE
Px00026010010,HC IV INFUSION EA ADDL HR,96366,GROSS CHARGE,249.0,BOTH,501309,NONE
Px00026010011,HC IV INFUSION SEQUENTIAL HR,96367,GROSS CHARGE,135.0,BOTH,501309,NONE
Px00026010012,HC IV INFUSION CONCURRENT,96368,GROSS CHARGE,468.0,BOTH,501309,NONE
Px00027000011,HC COVID PPE WA STATE ONLY SBR 5169,99072,GROSS CHARGE,7.0,BOTH,501309,NONE
Px00027010142,HC NITRIC OXIDE THERAPY HOURLY,NONE,GROSS CHARGE,219.0,BOTH,501309,NONE
Px00027210259,HC SEWHFO AIRPLANE W/O JNTS CF,L3976,GROSS CHARGE,2281.0,BOTH,501309,NONE
Px00027410120,HC WRIST SPLINT/VELCRO,L3807,GROSS CHARGE,358.0,BOTH,501309,NONE
Px00027410169,HC EO WITHJOINT  PREFABRICATED,L3760,GROSS CHARGE,1597.0,BOTH,501309,NONE
Px00027410170,HC FLEX GLOVE W/ELASTIC FINGER,L3912,GROSS CHARGE,530.0,BOTH,501309,NONE
Px00027410171,HC SEWHO CAP DESIGN W/O JNTS CF,L3961,GROSS CHARGE,2281.0,BOTH,501309,NONE
Px00027410172,HC SO AIRPLANE W/WO JOINT CF,L3674,GROSS CHARGE,1521.0,BOTH,501309,NONE
Px00027410173,HC WHFO NONTORSION JOINT PREFAB,L3931,GROSS CHARGE,66.0,BOTH,501309,NONE
Px00027410235,HC SO  SHLDR CAP  NO JOINTS  CSTM,L3671,GROSS CHARGE,1223.0,BOTH,501309,NONE
Px00027410236,HC EO  NO JOINTS  CUSTOM,L3702,GROSS CHARGE,520.0,BOTH,501309,NONE
Px00027410237,HC EWHO RIGID NO JOINTS  CUSTOM,L3763,GROSS CHARGE,1004.0,BOTH,501309,NONE
Px00027410238,HC EWHO  W/JOINTS  W/BANDS  CSTM,L3764,GROSS CHARGE,689.0,BOTH,501309,NONE
Px00027410240,HC WHFO  W/JOINTS  W/BANDS  CSTM,L3806,GROSS CHARGE,623.0,BOTH,501309,NONE
Px00027410243,HC HFO  NO JOINTS  CUSTOM,L3913,GROSS CHARGE,479.0,BOTH,501309,NONE
Px00027410244,HC HO  NO JOINTS  CUSTOM,L3919,GROSS CHARGE,368.0,BOTH,501309,NONE
Px00027410245,HC HFO W/JOINTS  W/BANDS  CUSTOM,L3921,GROSS CHARGE,633.0,BOTH,501309,NONE
Px00027410246,HC FO  NO JOINTS  CUSTOM,L3933,GROSS CHARGE,290.0,BOTH,501309,NONE
Px00027410247,HC FO  W/JOINTS  CUSTOM,L3935,GROSS CHARGE,2281.0,BOTH,501309,NONE
Px00027410292,HC FO PIP/DIP WITH JOINT/SPRING,L3925,GROSS CHARGE,87.0,BOTH,501309,NONE
Px00030010004,HC BLOOD DRAW VENIPUNCTURE,36415,GROSS CHARGE,41.0,BOTH,501309,NONE
Px00030010011,HC CAPILLARY BLOOD DRAW,36416,GROSS CHARGE,62.0,BOTH,501309,NONE
Px00030010013,HC WITHDRAWAL OF ARTERIAL BLOOD,36600,GROSS CHARGE,68.0,BOTH,501309,NONE
Px00030010015,HC IADNA DNA/RNA RSV AMPLIFIED PROBE TECHNIQUE #,87634,GROSS CHARGE,359.0,BOTH,501309,NONE
Px00030010043,HC SPINAL MUSCULAR ATROPHY DNA,81401,GROSS CHARGE,663.0,BOTH,501309,NONE
Px00030010045,HC KRAS GENE ANALYSIS,81275,GROSS CHARGE,315.0,BOTH,501309,NONE
Px00030010050,HC BRAF GENE,81210,GROSS CHARGE,311.0,BOTH,501309,NONE
Px00030010053,HC FLT3MT MUTATION DETECTION,81245,GROSS CHARGE,550.0,BOTH,501309,NONE
Px00030010068,HC FLU A FLU B AND RSV BY PCR,87631,GROSS CHARGE,193.0,BOTH,501309,NONE
Px00030010072,HC ADENOVIRUS DNA QNT,87799,GROSS CHARGE,145.0,BOTH,501309,NONE
Px00030010093,HC TRICHOMONAS VAGINALIS AMPLIF,87661,GROSS CHARGE,131.0,BOTH,501309,NONE
Px00030010099,HC DNA/RNA AMPLIFIED PROBE,87150,GROSS CHARGE,28.0,BOTH,501309,NONE
Px00030010191,HC ANTIBODY IDENTIFICATION PLATELET ANTIBODIES #,86022,GROSS CHARGE,279.0,BOTH,501309,NONE
Px00030010228,HC EGFR GENE ANALYSIS COMMON VARIANTS,81235,GROSS CHARGE,293.0,BOTH,501309,NONE
Px00030010260,HC IADNA RESPIRATRY PROBE & REV TRNSCR 3-5 TARGETS,87631,GROSS CHARGE,502.0,BOTH,501309,NONE
Px00030010262,HC IADNA RESPIRATRY PROBE & REV TRNSCR 12-25 TARGET,87633,GROSS CHARGE,981.0,BOTH,501309,NONE
Px00030010266,HC BCR/ABL TRANSLOCATION MAJOR BREAKPOINT,81206,GROSS CHARGE,254.0,BOTH,501309,NONE
Px00030010269,HC JAK2 GENE ANALYSIS P.VAL617PHE VARIANT #,81270,GROSS CHARGE,178.0,BOTH,501309,NONE
Px00030010270,HC MTHFR GENE ANALYSIS,81291,GROSS CHARGE,50.0,BOTH,501309,NONE
Px00030010271,HC BCR/ABL TRANSLOCATION MINOR BREAKPOINT,81207,GROSS CHARGE,135.0,BOTH,501309,NONE
Px00030010272,HC FACTOR V LEIDEN GENE ANALYSIS,81241,GROSS CHARGE,74.0,BOTH,501309,NONE
Px00030010276,HC CYSTIC FIBROSIS GENE ANALYSIS,81220,GROSS CHARGE,349.0,BOTH,501309,NONE
Px00030010279,HC HEREDITARY HEMOCHROMATOSIS GENE ANALYSIS,81256,GROSS CHARGE,193.0,BOTH,501309,NONE
Px00030010281,HC FECAL LEUKOCYTES,89055,GROSS CHARGE,47.0,BOTH,501309,NONE
Px00030010291,HC IGK GENE REARRANGE B CELL CLON,81264,GROSS CHARGE,178.0,BOTH,501309,NONE
Px00030010293,HC NPM1 MUTATIONS ANALYSIS,81310,GROSS CHARGE,181.0,BOTH,501309,NONE
Px00030010413,HC PLATELET ANTIBODIES - REFLEX,86022,GROSS CHARGE,279.0,BOTH,501309,NONE
Px00030010421,HC CRP HIGH SENSITIVITY,86141,GROSS CHARGE,100.0,BOTH,501309,NONE
Px00030010427,HC BETA 2 GLYCOPROTEIN ANTIBODY - IGM,86146,GROSS CHARGE,79.0,BOTH,501309,NONE
Px00030010429,HC BETA 2 GLYCOPROTEIN I ANTIBODY,86146,GROSS CHARGE,79.0,BOTH,501309,NONE
Px00030010431,HC C-1-ESTERASE INHIB FUNC(ARUP),86161,GROSS CHARGE,161.0,BOTH,501309,NONE
Px00030010433,HC COMPLEMENT/FUNCTION ACTIVITY - C1 ESTERASE INHB,86161,GROSS CHARGE,161.0,BOTH,501309,NONE
Px00030010438,HC CCP ANTIBODY,86200,GROSS CHARGE,38.0,BOTH,501309,NONE
Px00030010447,HC DEOXYRIBONUCLEASE ANTIBODY,86215,GROSS CHARGE,45.0,BOTH,501309,NONE
Px00030010450,HC FLUORESCENT ANTIBODY SCREEN - MISC,86255,GROSS CHARGE,199.0,BOTH,501309,NONE
Px00030010451,HC FLUORESCENT ANTIBODY SCREEN - PURKINJE,86255,GROSS CHARGE,38.0,BOTH,501309,NONE
Px00030010453,HC FLUORESCENT NONNFCT AGT ANTB SCREEN EA ANTIBODY #,86255,GROSS CHARGE,173.0,BOTH,501309,NONE
Px00030010463,HC IMMUNODIFFUSION OUCHTERLONY,86331,GROSS CHARGE,61.0,BOTH,501309,NONE
Px00030010472,HC IMMUNOASSAY TUMOR OTHER - CHROMOGRANIN A,86316,GROSS CHARGE,64.0,BOTH,501309,NONE
Px00030010507,HC FLUORESCENT ANTIBODY TITER - MISC ANTI,86256,GROSS CHARGE,460.0,BOTH,501309,NONE
Px00030010549,HC HEMAGGLUTINATION INHIBITION,86280,GROSS CHARGE,118.0,BOTH,501309,NONE
Px00030010554,HC IMMUNOASSAY TUMOR CA 15-3 27-29,86300,GROSS CHARGE,189.0,BOTH,501309,NONE
Px00030010556,HC IMMUNOASSAY TUMOR CA 15-3 CA 27.29,86300,GROSS CHARGE,189.0,BOTH,501309,NONE
Px00030010558,HC IMMUNOASSAY TUMOR CA 19-9,86301,GROSS CHARGE,128.0,BOTH,501309,NONE
Px00030010560,HC IMMUNOASSAY TUMOR CA 125,86304,GROSS CHARGE,189.0,BOTH,501309,NONE
Px00030010567,HC IMMUNOASSAY TUMOR OTHER,86316,GROSS CHARGE,64.0,BOTH,501309,NONE
Px00030010585,HC IMMUNODIFFUSION OUCHTERLONY - GEL DIFFUSION,86331,GROSS CHARGE,30.0,BOTH,501309,NONE
Px00030010589,HC IMMUNE COMPLEX ASSAY - C1Q BINDING,86332,GROSS CHARGE,95.0,BOTH,501309,NONE
Px00030010599,HC IMMUNOFIX E-PHORESIS SERUM,86334,GROSS CHARGE,137.0,BOTH,501309,NONE
Px00030010605,HC IMMUNFIX E-PHORSIS/URINE/CSF,86335,GROSS CHARGE,174.0,BOTH,501309,NONE
Px00030010608,HC IMMUNFIX E-PHORSIS/URINE/CSF - FLUIDS,86335,GROSS CHARGE,175.0,BOTH,501309,NONE
Px00030010617,HC INSULIN ANTIBODIES,86337,GROSS CHARGE,97.0,BOTH,501309,NONE
Px00030010621,HC ISLET CELL ANTIBODY IGG,86341,GROSS CHARGE,142.0,BOTH,501309,NONE
Px00030010623,HC ISLET CELL ANTIBODY,86341,GROSS CHARGE,141.0,BOTH,501309,NONE
Px00030010630,HC NATURAL KILLER CELLS,86357,GROSS CHARGE,200.0,BOTH,501309,NONE
Px00030010637,HC B CELLS TOTAL COUNT,86355,GROSS CHARGE,173.0,BOTH,501309,NONE
Px00030010641,HC NK CELLS TOTAL COUNT,86357,GROSS CHARGE,200.0,BOTH,501309,NONE
Px00030010646,HC T CELLS TOTAL COUNT (86359),86359,GROSS CHARGE,161.0,BOTH,501309,NONE
Px00030010648,HC T CELL ABSOLUTE COUNT/RATIO,86360,GROSS CHARGE,331.0,BOTH,501309,NONE
Px00030010649,HC T CELL ABSOLUTE COUNT/RATIO - HELPER SUPPRESSOR,86360,GROSS CHARGE,216.0,BOTH,501309,NONE
Px00030010657,HC T CELL ABSOLUTE COUNT,86361,GROSS CHARGE,153.0,BOTH,501309,NONE
Px00030010660,HC MICROSOMAL ANTIBODY -THROID PEROXIDASE,86376,GROSS CHARGE,273.0,BOTH,501309,NONE
Px00030010661,HC MICROSOMAL ANTIBODY - LIVER/KIDNEY,86376,GROSS CHARGE,273.0,BOTH,501309,NONE
Px00030010663,HC MICROSOMAL ANTIBODY,86376,GROSS CHARGE,274.0,BOTH,501309,NONE
Px00030010683,HC TB INTRADERMAL TEST - PPD,86580,GROSS CHARGE,138.0,BOTH,501309,NONE
Px00030010684,HC TB INTRADERMAL TEST,86580,GROSS CHARGE,138.0,BOTH,501309,NONE
Px00030010696,HC BACTERIUM ANTIBODY,86609,GROSS CHARGE,61.0,BOTH,501309,NONE
Px00030010706,HC BLASTOMYCES ANTIBODY,86612,GROSS CHARGE,44.0,BOTH,501309,NONE
Px00030010725,HC LYME DISEASE ANTIBODY-WESTERN BLOT,86617,GROSS CHARGE,130.0,BOTH,501309,NONE
Px00030010727,HC LYME DISEASE ANTIBODY - CSF,86618,GROSS CHARGE,149.0,BOTH,501309,NONE
Px00030010733,HC BORRELIA ANTIBODY,86619,GROSS CHARGE,309.0,BOTH,501309,NONE
Px00030010736,HC CANDIDA ANTIBODY,86628,GROSS CHARGE,73.0,BOTH,501309,NONE
Px00030010743,HC Q FEVER ANTIBODY,86638,GROSS CHARGE,78.0,BOTH,501309,NONE
Px00030010747,HC CRYPTOCOCCUS ANTIBODY,86641,GROSS CHARGE,285.0,BOTH,501309,NONE
Px00030010753,HC CMV ANTIBODY,86644,GROSS CHARGE,107.0,BOTH,501309,NONE
Px00030010759,HC CMV ANTIBODY-MISC,86644,GROSS CHARGE,177.0,BOTH,501309,NONE
Px00030010765,HC CMV ANTIBODY IGM,86645,GROSS CHARGE,123.0,BOTH,501309,NONE
Px00030010809,HC EPSTEIN-BARR ANTIBODY EARLY ANTIGEN,86663,GROSS CHARGE,159.0,BOTH,501309,NONE
Px00030010814,HC EPSTEIN-BARR ANTIBODY  NUCLEAR ANTIGEN,86664,GROSS CHARGE,518.0,BOTH,501309,NONE
Px00030010823,HC EPSTEIN-BARR ANTIBODY - VIRAL CAPSID IGG,86665,GROSS CHARGE,174.0,BOTH,501309,NONE
Px00030010824,HC EPSTEIN-BARR ANTIBODY - VIRAL CAPSID IGM,86665,GROSS CHARGE,174.0,BOTH,501309,NONE
Px00030010839,HC GIARDIA LAMBLIA ANTIBODY,86674,GROSS CHARGE,449.0,BOTH,501309,NONE
Px00030010844,HC HELICOBACTER PYLORI ANTIBODY,86677,GROSS CHARGE,42.0,BOTH,501309,NONE
Px00030010846,HC HELICOBACTER PYLORI,86677,GROSS CHARGE,184.0,BOTH,501309,NONE
Px00030010853,HC HELMINTH ANTIBODY,86682,GROSS CHARGE,54.0,BOTH,501309,NONE
Px00030010865,HC HTLV/HIV CONFIRMATORY TEST,86689,GROSS CHARGE,159.0,BOTH,501309,NONE
Px00030010869,HC HTLV/HIV CONFIRMATORY TEST - HIV 2,86689,GROSS CHARGE,142.0,BOTH,501309,NONE
Px00030010875,HC HERPES SIMPLEX TEST  NON-SPECIFIC,86694,GROSS CHARGE,128.0,BOTH,501309,NONE
Px00030010889,HC HERPES SIMPLEX 1 TEST,86695,GROSS CHARGE,100.0,BOTH,501309,NONE
Px00030010894,HC PARVOVIRUS ANTIBODY,86747,GROSS CHARGE,112.0,BOTH,501309,NONE
Px00030010903,HC HERPES SIMPLEX TYPE 2,86696,GROSS CHARGE,120.0,BOTH,501309,NONE
Px00030010914,HC HISTOPLASMA - AB,86698,GROSS CHARGE,34.0,BOTH,501309,NONE
Px00030010922,HC HIV-2,86702,GROSS CHARGE,287.0,BOTH,501309,NONE
Px00030010926,HC HEP B CORE ANTIBODY IGM,86705,GROSS CHARGE,97.0,BOTH,501309,NONE
Px00030010928,HC HEP BE ANTIBODY,86707,GROSS CHARGE,110.0,BOTH,501309,NONE
Px00030010931,HC HEP A ANTIBODY IGM,86709,GROSS CHARGE,114.0,BOTH,501309,NONE
Px00030010934,HC INFLUENZA VIRUS ANTIBODY,86710,GROSS CHARGE,84.0,BOTH,501309,NONE
Px00030010936,HC LEGIONELLA ANTIBODY,86713,GROSS CHARGE,165.0,BOTH,501309,NONE
Px00030010970,HC RUBEOLA ANTIBODY,86765,GROSS CHARGE,168.0,BOTH,501309,NONE
Px00030010982,HC TOXOPLASMA ANTIBODY,86777,GROSS CHARGE,191.0,BOTH,501309,NONE
Px00030010990,HC TOXOPLASMA ANTIBODY IGM,86778,GROSS CHARGE,45.0,BOTH,501309,NONE
Px00030010996,HC TREPONEMA PALLIDUM,86780,GROSS CHARGE,74.0,BOTH,501309,NONE
Px00030011003,HC VARICELLA-ZOSTER ANTIBODY - IGG,86787,GROSS CHARGE,121.0,BOTH,501309,NONE
Px00030011004,HC VARICELLA-ZOSTER ANTIBODY - IGM,86787,GROSS CHARGE,121.0,BOTH,501309,NONE
Px00030011006,HC VARICELLA-ZOSTER ANTIBODY,86787,GROSS CHARGE,121.0,BOTH,501309,NONE
Px00030011012,HC VARICELLA-ZOSTER ANTIBODY - AB,86787,GROSS CHARGE,121.0,BOTH,501309,NONE
Px00030011017,HC THYROGLOBULIN ANTIBODY ANTIBODIES,86800,GROSS CHARGE,147.0,BOTH,501309,NONE
Px00030011023,HC ANTINUCLEAR ANTIBODIES,86038,GROSS CHARGE,103.0,BOTH,501309,NONE
Px00030011035,HC IMMUNOLOGY PROCEDURE,86849,GROSS CHARGE,145.0,BOTH,501309,NONE
Px00030011040,HC RBC ANTIBODY SCREEN,86850,GROSS CHARGE,110.0,BOTH,501309,NONE
Px00030011045,HC THYROGLOBULIN ANTIBODY - REFLEXIVE,86800,GROSS CHARGE,148.0,BOTH,501309,NONE
Px00030011046,HC RBC ANTIBODY IDENTIFICATION,86870,GROSS CHARGE,416.0,BOTH,501309,NONE
Px00030011070,HC DIRECT COOMBS,86880,GROSS CHARGE,62.0,BOTH,501309,NONE
Px00030011072,HC ALLERGEN SPECIFIC IGE ADD'L,86003,GROSS CHARGE,47.0,BOTH,501309,NONE
Px00030011079,HC COOMBS TEST INDIRECT TITER,86886,GROSS CHARGE,80.0,BOTH,501309,NONE
Px00030011083,HC BLOOD TYPING SEROLOGIC; ABO,86900,GROSS CHARGE,56.0,BOTH,501309,NONE
Px00030011098,HC BLOOD TYPE ANTIGEN DONOR EA,86902,GROSS CHARGE,55.0,BOTH,501309,NONE
Px00030011123,HC COMPATIBILITY TEST ANTIGLOB,86922,GROSS CHARGE,112.0,BOTH,501309,NONE
Px00030011125,HC COMPATIBILITY TEST ELECTRIC,86923,GROSS CHARGE,311.0,BOTH,501309,NONE
Px00030011130,HC BLOOD PRODUCT/IRRADIATION,86945,GROSS CHARGE,81.0,BOTH,501309,NONE
Px00030011141,HC SPECIMEN CONCENTRATION,87015,GROSS CHARGE,103.0,BOTH,501309,NONE
Px00030011159,HC CULTR BACTERIA EXCEPT BLOOD,87075,GROSS CHARGE,127.0,BOTH,501309,NONE
Px00030011166,HC MYCOPLASMA,87109,GROSS CHARGE,43.0,BOTH,501309,NONE
Px00030011169,HC CHLAMYDIA CULTURE,87110,GROSS CHARGE,185.0,BOTH,501309,NONE
Px00030011172,HC MYCOBACTERIC IDENTIFICATION,87118,GROSS CHARGE,40.0,BOTH,501309,NONE
Px00030011197,HC MACROSCOPIC EXAM PARASITE,87169,GROSS CHARGE,107.0,BOTH,501309,NONE
Px00030011200,HC OVA AND PARASITES SMEARS,87177,GROSS CHARGE,132.0,BOTH,501309,NONE
Px00030011216,HC MICROBE SUSCEPT MACROBROTH - AFB SENS  EA AGENT,87188,GROSS CHARGE,23.0,BOTH,501309,NONE
Px00030011226,HC SMEAR FLUORESCENT/ACID STAI,87206,GROSS CHARGE,189.0,BOTH,501309,NONE
Px00030011236,HC SMEAR FLUORESCENT/ACID STAIN - PARASITE,87206,GROSS CHARGE,172.0,BOTH,501309,NONE
Px00030011244,HC SMEAR FLUORESCENT/ACID STAIN- FUNGUS,87206,GROSS CHARGE,189.0,BOTH,501309,NONE
Px00030011248,HC SMEAR SPECIAL STAIN - MALARIA SMEAR,87207,GROSS CHARGE,94.0,BOTH,501309,NONE
Px00030011249,HC SMEAR SPECIAL STAIN,87207,GROSS CHARGE,122.0,BOTH,501309,NONE
Px00030011250,HC SMEAR SPECIAL STAIN - PARASITES,87207,GROSS CHARGE,122.0,BOTH,501309,NONE
Px00030011258,HC SMEAR COMPLEX STAIN,87209,GROSS CHARGE,135.0,BOTH,501309,NONE
Px00030011261,HC WET MOUNT,87210,GROSS CHARGE,99.0,BOTH,501309,NONE
Px00030011274,HC ASSAY TOXIN OR ANTITOXIN,87230,GROSS CHARGE,164.0,BOTH,501309,NONE
Px00030011279,HC VIRUS INOCULATION TISSUE - HERPES CULTURE,87252,GROSS CHARGE,247.0,BOTH,501309,NONE
Px00030011280,HC VIRUS INOCULATION TISSUE,87252,GROSS CHARGE,247.0,BOTH,501309,NONE
Px00030011289,HC VIRUS INOCULATION TISSUE - VIRAL CULTURE,87252,GROSS CHARGE,247.0,BOTH,501309,NONE
Px00030011295,HC VIRUS INOCULATE TISSUE ADDL,87253,GROSS CHARGE,126.0,BOTH,501309,NONE
Px00030011304,HC VIRUS INOCULATION SHELL VIA,87254,GROSS CHARGE,76.0,BOTH,501309,NONE
Px00030011309,HC ADENOVIRUS INFECTIOUS AGENT,87260,GROSS CHARGE,173.0,BOTH,501309,NONE
Px00030011318,HC INFLUENZA B AG IF,87275,GROSS CHARGE,92.0,BOTH,501309,NONE
Px00030011321,HC INFLUENZA A AG IF,87276,GROSS CHARGE,152.0,BOTH,501309,NONE
Px00030011323,HC LEGION PNEUMOPHILIA AG IF,87278,GROSS CHARGE,39.0,BOTH,501309,NONE
Px00030011326,HC PARAINFLUENZA AG IF,87279,GROSS CHARGE,171.0,BOTH,501309,NONE
Px00030011328,HC RESPIRATORY SYNCYTIAL AG IF,87280,GROSS CHARGE,205.0,BOTH,501309,NONE
Px00030011331,HC PNEUMOCYSTIS CARINII AG IF,87281,GROSS CHARGE,159.0,BOTH,501309,NONE
Px00030011332,HC PNEUMOCYSTIS-DIRECT FA,87281,GROSS CHARGE,175.0,BOTH,501309,NONE
Px00030011347,HC AG DETECTION POLYVAL IF - INFECTIOUS AGENT,87300,GROSS CHARGE,175.0,BOTH,501309,NONE
Px00030011352,HC CRYPTOCOCCUS NEOFORM AG EIA,87327,GROSS CHARGE,83.0,BOTH,501309,NONE
Px00030011355,HC CRYPTOSPORIDIUM AG EIA,87328,GROSS CHARGE,136.0,BOTH,501309,NONE
Px00030011359,HC ALLERGEN SPECIFIC IGG,86001,GROSS CHARGE,40.0,BOTH,501309,NONE
Px00030011371,HC TRICHINELLA ANTIBODY,86784,GROSS CHARGE,106.0,BOTH,501309,NONE
Px00030011378,HC CULTURE TYPING GLC/HPLC,87143,GROSS CHARGE,43.0,BOTH,501309,NONE
Px00030011393,HC ANTINUCLEAR ANTIBODIES SCREEN - REFLEXIVE,86038,GROSS CHARGE,103.0,BOTH,501309,NONE
Px00030011397,HC HEPATITIS BE ANTIGEN (HBEAG),87350,GROSS CHARGE,200.0,BOTH,501309,NONE
Px00030011405,HC HISTOPLASMA CAPSULATUM ANTIGEN,87385,GROSS CHARGE,41.0,BOTH,501309,NONE
Px00030011409,HC STREP TEST RAPID,87430,GROSS CHARGE,46.0,BOTH,501309,NONE
Px00030011420,HC B.PARAPERT/B.PERTUSSIS PCR,87798,GROSS CHARGE,132.0,BOTH,501309,NONE
Px00030011423,HC BAL-OIL RED O STAIN,89125,GROSS CHARGE,95.0,BOTH,501309,NONE
Px00030011426,HC BK VIRUS QUANT PCR,87799,GROSS CHARGE,145.0,BOTH,501309,NONE
