cms_certification_num,payer,code,internal_revenue_code,description,inpatient_outpatient,price,code_disambiguator
20001,GROSS CHARGE,NONE,Px0000109380L,HC CATH FOLEY 28FR 05CC LX LUB 0165L28,BOTH,56.0,NONE
20001,GROSS CHARGE,NONE,Px0000109382L,HC CATH FOLEY 30FR 30CC LX LUB 0166L30,BOTH,60.0,NONE
20001,GROSS CHARGE,C1729,Px0000109427L,HC CATH MALECOT LATEX 24FR 086024,BOTH,80.0,NONE
20001,GROSS CHARGE,NONE,Px0000109467L,HC CATH FOLEY 16FR 05CC TIEMAN 0102L16,BOTH,73.0,NONE
20001,GROSS CHARGE,NONE,Px0000109469L,HC CATH FOLEY 24FR 05CC TIEMAN 0102L24,BOTH,73.0,NONE
20001,GROSS CHARGE,NONE,Px0000109476L,HC CATH FOLEY 18FR 05CC TIEMAN 0102L18,BOTH,73.0,NONE
20001,GROSS CHARGE,NONE,Px0000109479L,HC CATH FOLEY 20FR 05CC TIEMAN 0102L20,BOTH,73.0,NONE
20001,GROSS CHARGE,NONE,Px0000109755L,HC CATH FOLEY 24FR 05CC SIL 165824,BOTH,24.0,NONE
20001,GROSS CHARGE,C1758,Px0000109966L,HC TRAY FOLEY CATH 18FR,BOTH,114.0,NONE
20001,GROSS CHARGE,C1758,Px0000109967L,HC TRAY FOLEY CATH 16FR,BOTH,114.0,NONE
20001,GROSS CHARGE,NONE,Px0000110013L,HC DRAINAGE SYSTEM VENTRICULAR NL850500V,BOTH,1339.0,NONE
20001,GROSS CHARGE,NONE,Px0000113282L,HC KIT CSF FIBEROPTIC ICP CAMINO 1104B,BOTH,5590.0,NONE
20001,GROSS CHARGE,NONE,Px0000113283L,HC KIT MICRO VENTR BOLT 1104HM,BOTH,5860.0,NONE
20001,GROSS CHARGE,NONE,Px0000114857L,HC TUBE TRANSGASTRIC JEJUN 18FR 025018,BOTH,1999.0,NONE
20001,GROSS CHARGE,NONE,Px0000118690L,HC KIT CSF CRANIAL ACCESS INTEGRA HITH1,BOTH,4066.0,NONE
20001,GROSS CHARGE,NONE,Px0000123057L,HC CATH FOLEY 6FR 2-W PED 170003060,BOTH,264.0,NONE
20001,GROSS CHARGE,C1887,Px0000127226L,HC GLIDECATH 4FR 65CM ANGLE TAPER CG415,BOTH,461.0,NONE
20001,GROSS CHARGE,NONE,Px0000127687L,HC NDL COAXIAL ACHIEVE BIOPSY 18G X 11CM CA1811,BOTH,485.0,NONE
20001,GROSS CHARGE,NONE,Px0000128518L,HC NDL BIOP COAXIAL ACHIEVE 18X15,BOTH,485.0,NONE
20001,GROSS CHARGE,NONE,Px0000128519L,HC NDL COAXIAL ACHIEVE BIOPSY 18G X 20CM CA1820,BOTH,485.0,NONE
20001,GROSS CHARGE,NONE,Px0000128520L,HC NDL BIOP COAXIAL ACHIEVE 20X11 CA2011,BOTH,485.0,NONE
20001,GROSS CHARGE,NONE,Px0000128521L,HC NDL COAXIAL ACHIEVE BIOPSY 20G X 15CM CA2015,BOTH,485.0,NONE
20001,GROSS CHARGE,NONE,Px0000128898L,HC NDL BIOP COAX ACHIEVE 14G 11CM CA1411,BOTH,485.0,NONE
20001,GROSS CHARGE,C1758,Px0000133105L,HC CATH COUNCIL TIP 16FR 5CC,BOTH,90.0,NONE
20001,GROSS CHARGE,NONE,Px0000133106L,HC CATH COUNCIL TIP 20FR 05CC 0196L20,BOTH,90.0,NONE
20001,GROSS CHARGE,C1729,Px0000137223L,HC CATH VENTRICULAR EDM 35CM 46118,BOTH,1167.0,NONE
20001,GROSS CHARGE,NONE,Px0000138809L,HC TUBING INFUSOR LEVEL 1,BOTH,541.0,NONE
20001,GROSS CHARGE,C1729,Px0000142230L,HC CATH BIL 10.2FR 40CM CLB RH G09498,BOTH,660.0,NONE
20001,GROSS CHARGE,NONE,Px0000142775L,HC DRSG ALGISITE M 4X4,BOTH,17.0,NONE
20001,GROSS CHARGE,C1729,Px0000143925L,HC TUBE TRANSGASTRIC JEJUN 22FR 025022,BOTH,1999.0,NONE
20001,GROSS CHARGE,NONE,Px0000144691L,HC LUMBAR PUNCTURE KIT,BOTH,428.0,NONE
20001,GROSS CHARGE,C1758,Px0000145051L,HC TRAY CATH FOLEY 16FR W/URIMETE,BOTH,179.0,NONE
20001,GROSS CHARGE,C1751,Px0000146446L,HC KIT CATH CENTRAL VEN,BOTH,105.0,NONE
20001,GROSS CHARGE,NONE,Px0000149876L,HC TUBE TRACH 8.0MM,BOTH,742.0,NONE
20001,GROSS CHARGE,NONE,Px0000156252L,HC TUBE TRACH 4.5 PED 45PED,BOTH,271.0,NONE
20001,GROSS CHARGE,NONE,Px0000157392L,HC INDIA INK SPOT,BOTH,72.0,NONE
20001,GROSS CHARGE,NONE,Px0000157409L,HC FOAM DRG <=16 SQ IN W/BORDER 295300,BOTH,23.0,NONE
20001,GROSS CHARGE,NONE,Px0000157410L,HC FOAM DRG >16<=48 SQ IN W/BDR 295400,BOTH,39.0,NONE
20001,GROSS CHARGE,NONE,Px0000158646L,HC TUBE FEED MIC JEJU 18FR 0200-18 020018,BOTH,1198.0,NONE
20001,GROSS CHARGE,NONE,Px0000158678L,HC WOUND GEL SOLO SITE 3 OZ 449600,BOTH,37.0,NONE
20001,GROSS CHARGE,NONE,Px0000159213L,HC CATH ROBINSON 22FR 056122,BOTH,22.0,NONE
20001,GROSS CHARGE,NONE,Px0000161649L,HC DRSG REPLICARE ULTRA 4 X 4,BOTH,28.0,NONE
20001,GROSS CHARGE,NONE,Px0000200046L,HC MULTIBOOT HEEL PROTECT,BOTH,530.0,NONE
20001,GROSS CHARGE,NONE,Px0000200371L,HC TRAY PRESS/MON FEM/ART 4FR,BOTH,583.0,NONE
20001,GROSS CHARGE,NONE,Px0000200372L,HC TRAY PRESS/MON RDL/ART 3FR,BOTH,519.0,NONE
20001,GROSS CHARGE,C1751,Px0000200486L,HC KIT REPAIR BROVIAC CATH ADULT,BOTH,2190.0,NONE
20001,GROSS CHARGE,NONE,Px0000200487L,HC KIT REPAIR BROVIAC CATH PEDS 601600,BOTH,1457.0,NONE
20001,GROSS CHARGE,NONE,Px0000200587L,HC SET CATH RAD ARTERY 22GA 1IN RA04122,BOTH,72.0,NONE
20001,GROSS CHARGE,NONE,Px0000200607L,HC CHEST DRAIN THORASEAL III,BOTH,592.0,NONE
20001,GROSS CHARGE,C1894,Px0000200633L,HC INTRODUCER HEMAQUET 5FR CATH,BOTH,13.0,NONE
20001,GROSS CHARGE,C1751,Px0000200694L,HC CATH TUBING PERIPHERAL G03265,BOTH,1629.0,NONE
20001,GROSS CHARGE,C1751,Px0000200817L,HC CATH CV ARROW TL 5.5FR 30CM AK14553,BOTH,403.0,NONE
20001,GROSS CHARGE,NONE,Px0000200836L,HC TUBE JEJUNAL MIC 14FR 20CC BL 020014,BOTH,1198.0,NONE
20001,GROSS CHARGE,NONE,Px0000200837L,HC TUBE JEJUNAL FEED 16FR 20CC BL 020016,BOTH,1198.0,NONE
20001,GROSS CHARGE,NONE,Px0000200851L,HC CATH CV ARROW TL 5.5FR 13CM AK16553,BOTH,403.0,NONE
20001,GROSS CHARGE,C1819,Px0000201554L,HC NDL 20G 7.5CM HAWKINS III,BOTH,247.0,NONE
20001,GROSS CHARGE,NONE,Px0000202934L,HC BRACE KNEE DONJOY T-ROM REG,BOTH,991.0,NONE
20001,GROSS CHARGE,C1751,Px0000204577L,HC CATH CV ARROW DL 4FR 8CM AK15402,BOTH,245.0,NONE
20001,GROSS CHARGE,NONE,Px0000205870L,HC DRAINAGE EXTERNAL EXACTA 46700,BOTH,1167.0,NONE
20001,GROSS CHARGE,C1769,Px0000206602L,HC INTRODUCER COAXIAL NDL 13GX4.6,BOTH,157.0,NONE
20001,GROSS CHARGE,NONE,Px0000206844L,HC NDL BIOP COAXIAL 14G X 15CM,BOTH,461.0,NONE
20001,GROSS CHARGE,NONE,Px0000206845L,HC COAXIAL BX 16G X 11CM,BOTH,421.0,NONE
20001,GROSS CHARGE,C1751,Px0000207016L,HC CATH CV ARROW DL 4FR 13CM AK14402,BOTH,245.0,NONE
20001,GROSS CHARGE,NONE,Px0000207517L,HC IMMOBILIZER SHOULDER DONJOY M,BOTH,351.0,NONE
20001,GROSS CHARGE,NONE,Px0000207518L,HC IMMOBILIZER SHOULDER DONJOY LG,BOTH,351.0,NONE
20001,GROSS CHARGE,C1758,Px0000208450L,HC CATH FOLEY TEMP SENSOR 8FR,BOTH,166.0,NONE
20001,GROSS CHARGE,C1758,Px0000208451L,HC CATH FOLEY TEMP SENSOR 10F,BOTH,166.0,NONE
20001,GROSS CHARGE,C1758,Px0000208452L,HC CATH FOLEY TEMP SENSOR 12F,BOTH,166.0,NONE
20001,GROSS CHARGE,C1758,Px0000208453L,HC CATH FOLEY 14FR 05CC TEMP SENS,BOTH,86.0,NONE
20001,GROSS CHARGE,NONE,Px0000208468L,HC NDL COAXIAL ACHIEVE BIOPSY 14G X 20CM,BOTH,482.0,NONE
20001,GROSS CHARGE,NONE,Px0000208628L,HC TUBE FEEDING MIC-KEY 14FR 2.5 01201425,BOTH,849.0,NONE
20001,GROSS CHARGE,NONE,Px0000208642L,HC TUBE FEEDING MIC-KEY 14FR 1.5 01201415,BOTH,849.0,NONE
20001,GROSS CHARGE,C1769,Px0000208924L,HC WIRE STEEL CORE 18LT 018 190CM,BOTH,572.0,NONE
20001,GROSS CHARGE,NONE,Px0000208961L,HC TUBE FEEDING MIC-KEY 14FR 1.0 01201410,BOTH,849.0,NONE
20001,GROSS CHARGE,NONE,Px0000209128L,HC TUBE FEEDING MIC-KEY 18FR 3.5 01201835,BOTH,849.0,NONE
20001,GROSS CHARGE,NONE,Px0000209160L,HC HEMOSTAT SURGCEL FIB 4X4IN 1963,BOTH,1497.0,NONE
20001,GROSS CHARGE,NONE,Px0000211350L,HC BOOT WALKER PNEU MED X WIDE,BOTH,541.0,NONE
20001,GROSS CHARGE,C1729,Px0000219308L,HC TRAY DRAIN SAFE-T-CENTESIS 6F PIG1260T,BOTH,527.0,NONE
20001,GROSS CHARGE,A7521,Px0000220590L,HC TUBE TRACH BIVONA 6.0,BOTH,1673.0,NONE
20001,GROSS CHARGE,C1769,Px0000220609L,HC GUIDEWIRE TFE 035 180CM AUS,BOTH,228.0,NONE
20001,GROSS CHARGE,NONE,Px0000221085L,HC CATH FOLEY 18FR 30CC 3W LF 73018L,BOTH,75.0,NONE
20001,GROSS CHARGE,C1758,Px0000221086L,HC CATH FOLEY 22FR 30CC 3W LF,BOTH,75.0,NONE
20001,GROSS CHARGE,NONE,Px0000221087L,HC CATH FOLEY 24FR 30CC 3W LF 73024L,BOTH,75.0,NONE
20001,GROSS CHARGE,NONE,Px0000222489L,HC COOLER ICEMAN BASE SYSTEM,BOTH,697.0,NONE
20001,GROSS CHARGE,C1769,Px0000222635L,HC GUIDEWIRE TFE 035 145CM AUS G09954,BOTH,174.0,NONE
20001,GROSS CHARGE,NONE,Px0000224437L,HC TRAY CATH FOLEY 16FR 5CC LF 907316,BOTH,75.0,NONE
20001,GROSS CHARGE,C1751,Px0000224552L,HC SET CATH PLACEMENT 24GA 30CM 384539,BOTH,451.0,NONE
20001,GROSS CHARGE,C1751,Px0000224554L,HC CATH POLY 28G PICC,BOTH,795.0,NONE
20001,GROSS CHARGE,L8501,Px0000232900L,HC TRACH VALVE PASSY MUIR PMV007,BOTH,644.0,NONE
20001,GROSS CHARGE,NONE,Px0000239024L,HC GLIDEWIRE GT .018 180CM STRT,BOTH,1586.0,NONE
20001,GROSS CHARGE,C1752,Px0000248069L,HC CATH SCHON XL ACUTE HD 24CM 10800703,BOTH,968.0,NONE
20001,GROSS CHARGE,C1819,Px0000250024L,HC NDL KOPAN HOOK 20GA 7CM G02601,BOTH,186.0,NONE
20001,GROSS CHARGE,NONE,Px0000253357L,HC SILVASORB HYDROGEL 1.5OZ MSC9301EP,BOTH,123.0,NONE
20001,GROSS CHARGE,C1758,Px0000253672L,HC CATH FOLEY SIL 18FR 5CC 3WAY,BOTH,79.0,NONE
20001,GROSS CHARGE,C1750,Px0000257862L,HC CATH PALINDROME 14.5FRX19CM 8888145014,BOTH,2824.0,NONE
20001,GROSS CHARGE,C1726,Px0000258612L,HC CATH IABP 7.5FR 40CC 068400048001U,BOTH,5048.0,NONE
20001,GROSS CHARGE,C1769,Px0000260291L,HC CATH EMERG CRICO MELKER SM G26924,BOTH,2363.0,NONE
20001,GROSS CHARGE,L4360,Px0000260774L,HC AIR CAST ANKLE BRACE,BOTH,115.0,NONE
20001,GROSS CHARGE,C1769,Px0000261742L,HC GDW .035-.038 X 150 ANGLED XR GR3506,BOTH,276.0,NONE
20001,GROSS CHARGE,C1751,Px0000261951L,HC CATH SGL LUMEN 1.9FR POLY,BOTH,337.0,NONE
20001,GROSS CHARGE,NONE,Px0000294523L,HC CATH VENTRICULAR EDM,BOTH,1652.0,NONE
20001,GROSS CHARGE,C1752,Px0000296677L,HC CATH SCHON XL ACUTE HD 15CM 10800701,BOTH,968.0,NONE
20001,GROSS CHARGE,C1750,Px0000296678L,HC CATH SCHON XL ACUTE HD 20CM 10800702,BOTH,968.0,NONE
20001,GROSS CHARGE,C1819,Px0000298220L,HC NDL 5CM LOCALIZATION WIRE 47520,BOTH,145.0,NONE
20001,GROSS CHARGE,C1819,Px0000298221L,HC NDL LOCALIZATION WIRE 7CM 47720,BOTH,145.0,NONE
20001,GROSS CHARGE,NONE,Px0000299046L,HC NDL BIOP BONE MURPHY 11GAX15CM,BOTH,697.0,NONE
20001,GROSS CHARGE,A4648,Px0000299264L,HC MARKER TISSUE ULTRACLIP2 US 863017,BOTH,581.0,NONE
20001,GROSS CHARGE,NONE,Px0000300053L,HC PROTECTOR HEEL PREVALON,BOTH,408.0,NONE
20001,GROSS CHARGE,NONE,Px0000301076L,HC BOOT WALKER PNEU LG X WIDE,BOTH,541.0,NONE
20001,GROSS CHARGE,NONE,Px0000301913L,HC CATH CV ARROW SFTY TL 7FR 20CM,BOTH,479.0,NONE
20001,GROSS CHARGE,NONE,Px0000301914L,HC CATH CV ARROW MAX DL 7FR 20CM,BOTH,465.0,NONE
20001,GROSS CHARGE,NONE,Px0000301915L,HC KIT PERCUTANEOUS SHEATH 9FR,BOTH,545.0,NONE
20001,GROSS CHARGE,NONE,Px0000303356L,HC DRSG INTERDRY AG 10INX12FT 7910,BOTH,372.0,NONE
20001,GROSS CHARGE,NONE,Px0000305354L,HC KIT MONITORING IAP,BOTH,644.0,NONE
20001,GROSS CHARGE,NONE,Px0000305371L,HC CATH REPAIR KIT BROVIAC 4.2FR 601610,BOTH,1457.0,NONE
20001,GROSS CHARGE,NONE,Px0000306039L,HC WEDGE ANTI REFLUX INF SNAP MED,BOTH,1592.0,NONE
20001,GROSS CHARGE,C2618,Px0000307465L,HC NDL SEEDNET ICESEED 90 DEG,BOTH,7590.0,NONE
20001,GROSS CHARGE,NONE,Px0000307757L,HC - COOLGUARD START-UP KIT,BOTH,1455.0,NONE
20001,GROSS CHARGE,NONE,Px0000308166L,HC NDL BIOP BONE MURPHY 13GAX10CM,BOTH,772.0,NONE
20001,GROSS CHARGE,C1729,Px0000308340L,HC CATH PNEUMOTHORX 10FR 30CM PIG,BOTH,891.0,NONE
20001,GROSS CHARGE,C1729,Px0000308373L,HC CATH CHAIT TRAPDOR CECOSTOMY M G36392,BOTH,1806.0,NONE
20001,GROSS CHARGE,C1819,Px0000308443L,HC NDL KOPAN HOOK 21GA 5CM,BOTH,186.0,NONE
20001,GROSS CHARGE,C1819,Px0000308444L,HC NDL KOPAN HOOK 21GA 9CM,BOTH,186.0,NONE
20001,GROSS CHARGE,C1889,Px0000309287L,HC COIL 2D HELICAL 3MMX12CM M001361510,BOTH,2926.0,NONE
20001,GROSS CHARGE,NONE,Px0000309578L,HC DRSG KIT VAC GRANUFOAM THIN,BOTH,487.0,NONE
20001,GROSS CHARGE,NONE,Px0000309654L,HC DRSG KIT VAC FOAM WHITE LG,BOTH,454.0,NONE
20001,GROSS CHARGE,C1874,Px0000311515L,HC STENT VIABAHN HEP 5X15X120 VBH051502,BOTH,15363.0,NONE
20001,GROSS CHARGE,NONE,Px0000314807L,HC FEM COMPRESSION WITH MANOMETER C11165,BOTH,783.0,NONE
20001,GROSS CHARGE,A4648,Px0000314848L,HC TISSUE MARKER WING ULTRACLP II 862017D,BOTH,581.0,NONE
20001,GROSS CHARGE,C1819,Px0000329250L,HC NDL LOCALIZATN GHIATAS 20GX7CM,BOTH,162.0,NONE
20001,GROSS CHARGE,C1751,Px0000329728L,HC CATH SET CLARKE 2.5FR 21G G04528,BOTH,503.0,NONE
20001,GROSS CHARGE,NONE,Px0000333157L,HC SENSOR FLOTRAC 60IN 152CM,BOTH,2771.0,NONE
20001,GROSS CHARGE,NONE,Px0000333160L,HC TRANSDUCER SINGLE PX284,BOTH,100.0,NONE
20001,GROSS CHARGE,NONE,Px0000334284L,HC KIT CATH ICY 9.3FR 38CM TRIPLE,BOTH,3129.0,NONE
20001,GROSS CHARGE,NONE,Px0000334795L,HC BUTTON GASTRO 14FR 01201417,BOTH,805.0,NONE
20001,GROSS CHARGE,NONE,Px0000335042L,HC CATH AIRWAY EXCHANGE 8FR G07833,BOTH,548.0,NONE
20001,GROSS CHARGE,NONE,Px0000342954L,HC DRSG PASTE MEDIHONEY TB 1.5OZ 31515,BOTH,90.0,NONE
20001,GROSS CHARGE,NONE,Px0000342955L,HC DRSG ALG MEDIHONEY 2X2IN 31022,BOTH,30.0,NONE
20001,GROSS CHARGE,NONE,Px0000343530L,HC DRS AQUACEL AG STRIPS 3/4X18,BOTH,76.0,NONE
20001,GROSS CHARGE,NONE,Px0000344756L,HC CATH FOLEY 12FR 5CC SILICONE 175812,BOTH,27.0,NONE
20001,GROSS CHARGE,C1758,Px0000344758L,HC CATH FOLEY 18FR 5CC SILICONE,BOTH,27.0,NONE
20001,GROSS CHARGE,C1758,Px0000344759L,HC CATH FOLEY 20FR 5CC SILICONE,BOTH,27.0,NONE
20001,GROSS CHARGE,NONE,Px0000345021L,HC GLIDESCOPE DISPOSABLE 02700626,BOTH,322.0,NONE
20001,GROSS CHARGE,NONE,Px0000346217L,HC CATH COUDE 14FR 16IN LF 814,BOTH,11.0,NONE
20001,GROSS CHARGE,NONE,Px0000349449L,HC NDL BIOPSY EVIVA APERTURE 20MM EVIVA091320,BOTH,1922.0,NONE
20001,GROSS CHARGE,A4648,Px0000349450L,HC MARKER BIOPSY SITE 1ST SMARKEVIVA13,BOTH,627.0,NONE
20001,GROSS CHARGE,A4648,Px0000349452L,HC MARKER BIOPSY SITE 2ND,BOTH,627.0,NONE
20001,GROSS CHARGE,NONE,Px0000349510L,HC HOVERMATT DISP,BOTH,560.0,NONE
20001,GROSS CHARGE,C1729,Px0000351011L,HC KIT CHEST TUBE CATH PLEURX SYS 507000B,BOTH,4392.0,NONE
20001,GROSS CHARGE,NONE,Px0000353280L,HC POSITIONER Z-FLO 16 X 24,BOTH,814.0,NONE
20001,GROSS CHARGE,A4648,Px0000354971L,HC ULTRACLIP BARD TRIGGER COIL 864017D,BOTH,581.0,NONE
20001,GROSS CHARGE,C1758,Px0000357132L,HC CATH FOLEY 22FR 5CC SILICONE,BOTH,25.0,NONE
20001,GROSS CHARGE,C1758,Px0000357133L,HC CATH FOLEY TEMP 18FR,BOTH,94.0,NONE
20001,GROSS CHARGE,C1725,Px0000357352L,HC BLN FOX SV .018 5X120X150,BOTH,1656.0,NONE
20001,GROSS CHARGE,C1758,Px0000357958L,HC CATH FOLEY 16FR 5CC SILICONE,BOTH,27.0,NONE
20001,GROSS CHARGE,C1758,Px0000357959L,HC CATH FOLEY TEMP 16FR 5CC,BOTH,103.0,NONE
20001,GROSS CHARGE,C1758,Px0000357960L,HC TRAY CATH FOLEY 18FR W/URINMET,BOTH,189.0,NONE
20001,GROSS CHARGE,C1758,Px0000358280L,HC CATH FOLEY SIL 20FR 5CC 3WAY,BOTH,192.0,NONE
20001,GROSS CHARGE,NONE,Px0000359853L,HC NDL BIOPSY EVIVA 9G 10CMX12MM EVIVA091012T,BOTH,1922.0,NONE
20001,GROSS CHARGE,A4648,Px0000359854L,HC MARKER BIOPSY 10CM SITE 2ND TRIMARKEVIVA2S10,BOTH,627.0,NONE
20001,GROSS CHARGE,A6196,Px0000364165L,HC ACTICOAT FLEX,BOTH,107.0,NONE
20001,GROSS CHARGE,A6212,Px0000364947L,HC DRSG ADH ALLEVYN AG 3X3IN,BOTH,35.0,NONE
20001,GROSS CHARGE,NONE,Px0000366041L,HC TUBE FEED MIC-KEY 12FR 0.8 01201208,BOTH,849.0,NONE
20001,GROSS CHARGE,NONE,Px0000366042L,HC TUBE FEEDING MIC-KEY 12FR 1.0 01201210,BOTH,849.0,NONE
20001,GROSS CHARGE,B4088,Px0000366043L,HC TUBE FEED MIC-KEY 12FR 1.2,BOTH,849.0,NONE
20001,GROSS CHARGE,NONE,Px0000366044L,HC TUBE FEEDING MIC-KEY 12FR 1.5 01201215,BOTH,849.0,NONE
20001,GROSS CHARGE,C1729,Px0000367013L,HC DRAINAGE SET FUHRMAN PLEURAL G55723,BOTH,968.0,NONE
20001,GROSS CHARGE,NONE,Px0000368617L,HC PUREFLOW CRRT SOLUTION 4K RFP401,BOTH,300.0,NONE
20001,GROSS CHARGE,NONE,Px0000368618L,HC PUREFLOW CRRT SOLUTION 2K RFP400,BOTH,300.0,NONE
20001,GROSS CHARGE,NONE,Px0000368856L,HC CRRT FILTER PEDIATRIC,BOTH,1183.0,NONE
20001,GROSS CHARGE,NONE,Px0000368857L,HC CRRT FILTER ADULT CAR500,BOTH,1062.0,NONE
20001,GROSS CHARGE,NONE,Px0000376100L,HC NDL BIOP ONCNTRL STY TY 102MM 9408VC006,BOTH,1383.0,NONE
20001,GROSS CHARGE,NONE,Px0000376101L,HC TRAY BIOPSY ONCONTROL 152MM 9411VC006,BOTH,1383.0,NONE
20001,GROSS CHARGE,C2630,Px0000382771L,HC CATH EZ STEER THERMOCOOL F-J BDI75TCFJRT,BOTH,8625.0,NONE
20001,GROSS CHARGE,NONE,Px0000384110L,HC SYSTEM INCISION MGMT PREVENA PRE1001US,BOTH,3777.0,NONE
20001,GROSS CHARGE,NONE,Px0000384658L,HC DRSG MEPITEL ONE N-ADH 4X7.2 289500,BOTH,67.0,NONE
20001,GROSS CHARGE,C1751,Px0000386685L,HC CATH INFU MICROMEWI 2.9FR 150 4106301,BOTH,784.0,NONE
20001,GROSS CHARGE,NONE,Px0000388429L,HC DRAIN EXPR-PLEUR-EVAC 4000100N,BOTH,329.0,NONE
20001,GROSS CHARGE,C1751,Px0000391897L,HC CATH PICC PWR 3CG TL 5FR HF MX 1395108QD,BOTH,2146.0,NONE
20001,GROSS CHARGE,C2628,Px0000392702L,HC BLN BAKRI POSTPARTUM RAPID G24237,BOTH,2226.0,NONE
20001,GROSS CHARGE,NONE,Px0000392738L,HC CHEST TUBE EXODUS 10FR,BOTH,792.0,NONE
20001,GROSS CHARGE,C1751,Px0000393400L,HC CATH PICC PWR 3CG SL 4FR MAX 1194108D,BOTH,1778.0,NONE
20001,GROSS CHARGE,C1751,Px0000393401L,HC CATH PICC PWR 3CG DL 5FR MAX 1295108D,BOTH,1871.0,NONE
20001,GROSS CHARGE,NONE,Px0000394903L,HC NASAL BRIDLE,BOTH,784.0,NONE
20001,GROSS CHARGE,A6234,Px0000397895L,HC DRSG HYDRFBR AQCEL X AG 4X5IN,BOTH,63.0,NONE
20001,GROSS CHARGE,NONE,Px0000398232L,HC BLADE LARYNG MAC MCGRATH 350005000,BOTH,76.0,NONE
20001,GROSS CHARGE,C1751,Px0000398286L,HC KIT PASV 5FR XCELA DL 55CM,BOTH,2682.0,NONE
20001,GROSS CHARGE,C1729,Px0000401606L,HC CHEST TUBE EXODUS 8FR H965101431,BOTH,1259.0,NONE
20001,GROSS CHARGE,C1819,Px0000402275L,HC NDL LOC GHAT 20GAX3CM WR-15CM 47320,BOTH,145.0,NONE
20001,GROSS CHARGE,C1819,Px0000402276L,HC NDL LOC GHAT 20GAX9CM WR-20CM 47920,BOTH,145.0,NONE
